title,resolution,emdb_id,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD,Q-score,atom_inclusion,recommended_contour_level
"Human post-catalytic spliceosome (P complex) stalled with DHX8 K594A mutant, overall map",3.3,EMD-4525,6qdv,"P62314,O95391,P62316,Q14562,Q9UQ35,Q96A72,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q6IQ49,Q9Y5S9,Q9H875,P14678,Q9HCG8,Q9P013,Q8WUQ7,P08579,Q15029,Q99459,P38919,P62318,Q8N5F7,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,O75643,Q9HCS7,P62306,O60306,O60508,O75934,Q9Y421,Q9UMS4","P62314,O95391,P62316,Q14562,Q96A72,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q6IQ49,Q9Y5S9,Q9H875,P14678,Q9HCG8,Q9P013,Q8WUQ7,P08579,Q15029,Q99459,P38919,P62318,Q8N5F7,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,O75643,Q9HCS7,P62306,O60306,O60508,O75934,Q9Y421,Q9UMS4",0.278,0.364,0.024
Cryo-EM structure of the Catalytic Step I spliceosome (C complex) at 3.4 angstrom resolution,3.4,EMD-9525,5gmk,"P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,P28320,Q03772,Q06217,Q12417,P40968,Q12046,P53333,P25337,Q03375,P38241,P40204,P32523,P21374,Q02260,Q03654,P40018,P53854,Q12309,P54999,Q06091","P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,P28320,Q03772,Q06217,Q12417,P40968,Q12046,P53333,P25337,Q03375,P38241,P40204,P32523,P21374,Q02260,Q03654,P40018,P53854,Q12309,P54999,Q06091",0.279,0.375,0.0413
Cryo-EM structure of the yeast B*-a1 complex at an average resolution of 3.6 angstrom,3.6,EMD-0687,6j6h,"P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,Q03772,Q06217,Q12417,P40968,Q12046,P53333,P25337,Q03375,P38241,P40204,P32523,P21374,Q02260,Q03654,P40018,Q12309,P54999,Q06091","P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,Q03772,Q06217,Q12417,P40968,Q12046,P53333,P25337,Q03375,P38241,P40204,P32523,P21374,Q02260,Q03654,P40018,Q12309,P54999,Q06091",0.283,0.697,0.024
Cryo-EM structure of human exon-defined spliceosome in the early B state.,2.6,EMD-34508,8h6l,"P83876,P62314,P62316,O75533,P09661,O43290,Q15459,Q6P2Q9,P62308,P14678,Q9Y4Z0,Q15428,P55769,Q9Y3B4,Q9Y333,P62310,O43447,Q2TAY7,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q9Y4Y9,P62318,Q96DI7,P62304,Q9UK45,P62312,O95777,O75643,O43172,P62306,Q12874,Q15393,Q15427,Q8WWY3,O94906,O43395,O75554","P83876,P62314,P62316,O75533,P09661,O43290,Q15459,Q6P2Q9,P62308,P14678,Q9Y4Z0,Q15428,P55769,Q9Y3B4,Q9Y333,P62310,O43447,Q2TAY7,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q9Y4Y9,P62318,Q96DI7,P62304,Q9UK45,P62312,O95777,O75643,O43172,P62306,Q12874,Q15393,Q15427,Q8WWY3,O94906,O43395,O75554",0.283,0.526,0.008
Cryo-EM structure of a human post-catalytic spliceosome (P complex) at 3.0 angstrom,3.0,EMD-9645,6icz,"P62314,O95391,P62316,Q14562,Q9UQ35,Q96A72,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q9Y5S9,Q9H875,Q9HCG8,Q9P013,P08579,Q15029,Q99459,P38919,P62318,Q66K91,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,O75643,Q9HCS7,O15234,Q9UNP9,P62306,O60508,O60306,O75934,Q9UMS4","P62314,O95391,P62316,Q14562,Q96A72,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q9Y5S9,Q9H875,Q9HCG8,Q9P013,P08579,Q15029,Q99459,P38919,P62318,Q66K91,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,O75643,Q9HCS7,O15234,Q9UNP9,P62306,O60508,O60306,O75934,Q9UMS4",0.284,0.56,0.03
The cryo-EM structure of human pre-Bact complex,3.4,EMD-35105,8i0p,"P62314,P62316,Q8TAD8,O75533,P09661,Q13573,Q9NW64,Q15459,Q6P2Q9,P62308,Q9BRD0,P14678,Q15428,O60870,Q9Y3B4,Q9P013,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q99459,P62318,O43660,Q96DI7,P62304,Q9BZJ0,P41223,O75643,Q9HCS7,Q9Y388,Q9UNP9,Q15393,P62306,Q12874,Q13356,Q15427,O60306,Q8IYB3","P62314,P62316,Q8TAD8,O75533,P09661,Q13573,Q9NW64,Q15459,Q6P2Q9,P62308,Q9BRD0,P14678,Q15428,O60870,Q9Y3B4,Q9P013,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q99459,P62318,O43660,Q96DI7,P62304,Q9BZJ0,P41223,O75643,Q9HCS7,Q9Y388,Q9UNP9,Q15393,P62306,Q12874,Q13356,Q15427,O60306,Q8IYB3",0.287,0.827,0.19
Translocation intermediate 4 (TI-4*) of 80S S. cerevisiae ribosome with eEF2 in the absence of sordarin,3.79,EMD-16729,8cmj,"P38011,P05740,P0CX47,P0CX29,P05749,Q02753,P38061,P06367,P05317,P0C2H8,P0CX51,P05737,P0CX55,P07280,P0CX33,P04456,P87262,P0CX35,Q12690,P04650,P04449,A0A6A5PUG0,Q02326,P05747,P14120,P05745,Q08745,P26786,P0CX40,A0A6A5PV92,Q3E7X9,Q3E792,P0CX49,P14126,P41805,P0CX84,P49167,P32905,P33442,P0CX41,A0A6A5Q3Q1,Q01855,A0A8H4FCT7,P49166,A0A8H8UMB4,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P0CX82,P26321,P0CX25,P10664,P05756,P36105,A0A6A5Q7K2,P05748,P0C2H6,P26783,O13516,P0C0V8,P17076,P0C0W9,P02407,A0A6A5PVE9,P05743,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,P0CX53,P0CX23","P38011,P05740,P0CX47,P0CX29,P05749,Q02753,P38061,P06367,P05317,P0C2H8,P0CX51,P05737,P0CX55,P07280,P0CX33,P04456,P87262,P0CX35,Q12690,P04650,P04449,A0A6A5PUG0,Q02326,P05747,P14120,P05745,Q08745,P26786,P0CX40,A0A6A5PV92,Q3E7X9,Q3E792,P0CX49,P14126,P41805,P0CX84,P49167,P32905,P33442,P0CX41,A0A6A5Q3Q1,Q01855,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P0CX82,P26321,P0CX25,P10664,P05756,P36105,A0A6A5Q7K2,P05748,P0C2H6,P26783,O13516,P0C0V8,P17076,P0C0W9,P02407,A0A6A5PVE9,P05743,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,P0CX53,P0CX23",0.29,0.848,0.2
Cryo-EM structure of a human intron lariat spliceosome after Prp43 loaded (ILS2 complex) at 2.9 angstrom resolution,2.86,EMD-9647,6id1,"P62314,P62316,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q2TBE0,Q9P013,P08579,Q15029,Q99459,P62318,Q66K91,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,P62306,O43143,O60508,O60306,O75934,Q9UMS4","P62314,P62316,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q2TBE0,Q9P013,P08579,Q15029,Q99459,P62318,Q66K91,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,P62306,O43143,O60508,O60306,O75934,Q9UMS4",0.291,0.701,0.02
The cryo-EM structure of yeast spliceosomal U4/U6.U5 tri-snRNP at 3.8 A,3.81,EMD-6561,3jcm,,,0.294,0.678,0.0147
The cryo-EM structure of yeast spliceosomal U4/U6.U5 tri-snRNP (improved map for U4/U6 and U5 RNA region at 3.75 A),3.75,EMD-6562,3jcm,,,0.295,0.694,0.0135
Post-catalytic P complex spliceosome with 3' splice site docked,3.7,EMD-3979,6exn,"P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,Q03772,Q06217,Q12417,Q12046,P24384,Q02775,P53333,P25337,Q03375,P38241,P40204,P32523,Q02260,Q03654,P40018,P54999,Q06091","P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,Q03772,Q06217,Q12417,Q12046,P24384,Q02775,P53333,P25337,Q03375,P38241,P40204,P32523,Q02260,Q03654,P40018,P54999,Q06091",0.296,0.408,0.04
Integrative Structure of the human intron lariat Spliceosome (ILS''),3.5,EMD-19399,8ro2,"Q9UBB9,P62314,Q9ULR0,P62316,Q13573,Q9NW64,P62308,Q6P2Q9,Q6IQ49,Q2TBE0,Q69YN2,P14678,Q9P013,Q8WUD4,Q96DF8,Q15029,Q99459,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9Y5B6,P62306,O43143,O60306,O60508,O75934,Q9UMS4","Q9UBB9,P62314,Q9ULR0,P62316,Q13573,Q9NW64,P62308,Q6P2Q9,Q6IQ49,Q2TBE0,Q69YN2,P14678,Q9P013,Q8WUD4,Q96DF8,Q15029,Q99459,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9Y5B6,P62306,O43143,O60306,O60508,O75934,Q9UMS4",0.297,0.55,0.975
Overall structure of the U11 snRNP,3.4,EMD-18984,8r7n,"Q16560,P62314,P62308,P62306,Q6IEG0,Q8N8D1,Q9UDW3,P62318,P62316,Q9BV90,P14678,P62304","Q16560,P62314,P62308,P62306,Q6IEG0,Q8N8D1,Q9UDW3,P62318,P62316,Q9BV90,P14678,P62304",0.306,0.791,0.035
Structure of the human 20S U5 snRNP,3.2,EMD-19041,8rc0,"O95400,O75643,Q9BUQ8,Q6P2Q9,P62314,P62306,P62308,Q15029,P62318,P62316,P14678,O94906,Q96DI7,P62304","O95400,O75643,Q9BUQ8,Q6P2Q9,P62314,P62306,P62308,Q15029,P62318,P62316,P14678,O94906,Q96DI7,P62304",0.309,0.657,0.1
Cryo-EM structure of a human intron lariat spliceosome prior to Prp43 loaded (ILS1 complex) at 2.9 angstrom resolution,2.9,EMD-9646,6id0,"P62314,P62316,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q2TBE0,Q9P013,P08579,Q15029,Q99459,P62318,Q66K91,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,P62306,O60508,O60306,O75934,Q9UMS4","P62314,P62316,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q2TBE0,Q9P013,P08579,Q15029,Q99459,P62318,Q66K91,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,P62306,O60508,O60306,O75934,Q9UMS4",0.314,0.705,0.025
Cryo-EM structure of 90S small subunit preribosomes in transition states (State D),3.8,EMD-0952,6lqs,"Q12460,Q12277,P42945,P25359,P38333,Q06506,Q08492,Q02354,Q06679,P0CX29,Q05946,Q05022,P06367,P40470,P0CX51,P47047,Q08162,P25368,P40055,P38801,P53276,Q04177,Q12220,Q05636,P0CX35,P46948,Q04305,P0CX39,P33750,P53254,Q12136,Q12035,P48240,P53725,Q08285,Q02931,P26786,P0CX47,Q3E7X9,P33442,Q05498,P38792,P32899,P53859,P47083,Q12149,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P53256,P34247,P35997,P15646,P05756,O13516,P26783,Q04500,Q3E7Y3,Q12499,P40362,Q06512,P0CX31,P25635,Q06078,P35194,Q06287,Q08096","Q12460,Q12277,P42945,P25359,P38333,Q06506,Q08492,Q02354,Q06679,P0CX29,Q05946,Q05022,P06367,P40470,P0CX51,P47047,Q08162,P25368,P40055,P38801,P53276,Q04177,Q12220,Q05636,P0CX35,P46948,Q04305,P0CX39,P33750,P53254,Q12136,Q12035,P48240,P53725,Q08285,Q02931,P26786,P0CX47,Q3E7X9,P33442,Q05498,P38792,P32899,P53859,P47083,Q12149,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P53256,P34247,P35997,P15646,P05756,O13516,P26783,Q04500,Q3E7Y3,Q12499,P40362,Q06512,P0CX31,P25635,Q06078,P35194,Q06287,Q08096",0.316,0.645,0.02
The cryo-EM structure of human pre-17S U2 snRNP,2.7,EMD-34841,8hk1,"P62314,P62316,O75533,P09661,Q15459,P62308,P14678,Q15428,Q13435,Q7RTV0,Q9BWJ5,P08579,P62318,P62304,Q86XP3,Q15393,Q12874,P62306,Q15427,O43719","P62314,P62316,O75533,P09661,Q15459,P62308,P14678,Q15428,Q13435,Q7RTV0,Q9BWJ5,P08579,P62318,P62304,Q86XP3,Q15393,Q12874,P62306,Q15427,O43719",0.317,0.649,0.22
Cryo-EM structure of the yeast B*-a2 complex at an average resolution of 3.2 angstrom,3.2,EMD-0686,6j6g,"P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,Q03772,Q06217,Q12417,P40968,Q12046,P53333,P25337,Q03375,P38241,P40204,P32523,P21374,Q02260,Q03654,P40018,Q12309,P54999,Q06091","P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,Q03772,Q06217,Q12417,P40968,Q12046,P53333,P25337,Q03375,P38241,P40204,P32523,P21374,Q02260,Q03654,P40018,Q12309,P54999,Q06091",0.317,0.791,0.019
Structure of the human nuclear cap-binding complex bound to ARS2[147-871] and m7GTP,3.43,EMD-17763,8pmp,"Q09161,P52298,Q9BXP5","Q09161,P52298,Q9BXP5",0.318,0.776,0.07
"Hypopseudouridylated yeast 80S bound with Taura syndrome virus (TSV) internal ribosome entry site (IRES), eEF2 and GDP, Structure I",2.52,EMD-28610,8eub,"A0A6A5Q7I9,P05317,P0CX51,P05737,A0A6A5Q2N7,P04650,P14120,Q08745,A0A6A5Q3W0,A0A6A5PV92,P0CX49,A0A6A5Q0E8,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,P05756,P05738,P06367,A0A6A5PWR1,P0CX55,P07280,P87262,A0A1L4AA68,A0A6A5PUZ5,P05745,A0A6A5PY83,P14126,P0CX84,A0A6A5Q0W8,A0A6A5Q3Q1,A0A6A5Q700,P35997,P0CX82,P0CY39,P0C0V8,P02407,A0A6A5PVE9,A0A6A5Q6F2,Q02326,P05740,P05749,Q02753,A0A6A5PSE9,P0C2H8,A0A6A5Q8I3,P0CX35,P04456,P0CX39,B3LMD0,A0A6A5Q1M9,P26786,P0CX47,P32905,P0CX41,P0CX86,P49166,P0CX25,A0A6A5PRY4,P36105,O13516,A0A6A5PZ18,P0C2H6,P17076,P05743,P0CH08,P0CX31,P02406,P26784,P38011,P0CX33,Q12690,A0A6A5PUL8,P32324,P05748,A0A6A5PU37","A0A6A5Q7I9,P05317,P0CX51,P05737,A0A6A5Q2N7,P04650,P14120,Q08745,A0A6A5Q3W0,A0A6A5PV92,P0CX49,A0A6A5Q0E8,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,P05756,P05738,P06367,A0A6A5PWR1,P0CX55,P07280,P87262,A0A1L4AA68,A0A6A5PUZ5,P05745,A0A6A5PY83,P14126,P0CX84,A0A6A5Q0W8,A0A6A5Q3Q1,A0A6A5Q700,P35997,P0CX82,P0CY39,P0C0V8,P02407,A0A6A5PVE9,A0A6A5Q6F2,Q02326,P05740,P05749,Q02753,A0A6A5PSE9,P0C2H8,A0A6A5Q8I3,P0CX35,P04456,P0CX39,B3LMD0,A0A6A5Q1M9,P26786,P0CX47,P32905,P0CX41,P0CX86,P49166,P0CX25,A0A6A5PRY4,P36105,O13516,A0A6A5PZ18,P0C2H6,P17076,P05743,P0CH08,P0CX31,P02406,P26784,P38011,P0CX33,Q12690,A0A6A5PUL8,P32324,P05748,A0A6A5PU37",0.319,0.896,0.3
Overall structure of the substrate-bound U11 snRNP,3.5,EMD-51223,9gbw,"Q16560,P62314,P62308,P62306,Q6IEG0,Q8N8D1,Q9UDW3,P62318,P62316,Q9BV90,P14678,P62304","Q16560,P62314,P62308,P62306,Q6IEG0,Q8N8D1,Q9UDW3,P62318,P62316,Q9BV90,P14678,P62304",0.32,0.743,0.018
Structure of a B-state intermediate committed to discard (Bd-I state),3.2,EMD-19941,9esh,"Q9USV3,P87312,O42661,O59734,P78794,O14161,Q9USZ3,O94316,Q9HE07,Q9UUC6,O43071,Q9HE06,O74772,Q10163,P87126,O14036,Q9P6R9,Q09882,Q9P7R9,O74966,O59733,O94508,P39964,P87051,Q9UTK6,O59800,O13615,O94620,O14011,O14187","Q9USV3,P87312,O42661,O59734,P78794,O14161,Q9USZ3,O94316,Q9HE07,Q9UUC6,O43071,Q9HE06,O74772,Q10163,P87126,O14036,Q9P6R9,Q09882,Q9P7R9,O74966,O59733,O94508,P39964,P87051,Q9UTK6,O59800,O13615,O94620,O14011,O14187",0.324,0.456,3.55
"Hypomethylated yeast 80S bound with Taura syndrome virus (TSV) internal ribosome entry site (IRES), eEF2, GDP, and sordarin, Structure II",3.86,EMD-40999,8t3c,"P38011,P05738,P05740,A0A6A5Q7I9,P0CX29,P05749,Q02753,P06367,A0A6A5PWR1,A0A6A5PSE9,P0CX51,A0A6A5Q8I3,P0C2H8,P05737,P0CX55,P07280,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,Q12690,P0CX39,P04650,A0A6A5Q2N7,P14120,Q08745,A0A6A5Q3W0,A0A6A5PY83,B3LMD0,A0A6A5Q1M9,P26786,P05745,P0CX47,A0A6A5PV92,P14126,P0CX49,A0A6A5Q0W8,P0CX84,P32905,A0A6A5Q0E8,A0A6A5PUL8,A0A6A5Q3Q1,P0CX41,P0CX86,P32324,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,A0A6A5Q700,P35997,P0CX82,P0CX25,P05756,A0A6A5PRY4,O13516,P36105,A0A6A5PZ18,P0C0V8,P05748,P0C2H6,P17076,P02407,A0A6A5PVE9,P05743,A0A6A5Q6F2,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,Q02326","P38011,P05738,P05740,A0A6A5Q7I9,P0CX29,P05749,Q02753,P06367,A0A6A5PWR1,A0A6A5PSE9,P0CX51,A0A6A5Q8I3,P0C2H8,P05737,P0CX55,P07280,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,Q12690,P0CX39,P04650,A0A6A5Q2N7,P14120,Q08745,A0A6A5Q3W0,A0A6A5PY83,B3LMD0,A0A6A5Q1M9,P26786,P05745,P0CX47,A0A6A5PV92,P14126,P0CX49,A0A6A5Q0W8,P0CX84,P32905,A0A6A5Q0E8,A0A6A5PUL8,A0A6A5Q3Q1,P0CX41,P0CX86,P32324,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,A0A6A5Q700,P35997,P0CX82,P0CX25,P05756,A0A6A5PRY4,O13516,P36105,A0A6A5PZ18,P0C0V8,P05748,P0C2H6,P17076,P02407,A0A6A5PVE9,P05743,A0A6A5Q6F2,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,Q02326",0.325,0.665,0.3
The cryo-EM structure of SDD1-stalled collided trisome.,3.3,EMD-10315,6sv4,"P05738,P38011,P05740,P0CX29,P05749,Q02753,P38061,P06367,P05317,P0CX51,P0C2H8,P38701,P05737,P0CX55,P0C0X0,P14127,P41057,P07280,P05750,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,P39938,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX23,P0CX47,P33442,Q3E792,Q01855,P14126,P0CX49,P41805,P0CX84,P32905,P49167,P0CX41,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P26321,P35997,P0CX82,P0CX25,P10664,P05756,P36105,P05748,O13516,P0C2H6,P0C0V8,P05759,P17076,P0C0W9,P05743,P0CH08,P0CX31,P02406,P26784,Q02326","P05738,P38011,P05740,P0CX29,P05749,Q02753,P38061,P06367,P05317,P0CX51,P0C2H8,P38701,P05737,P0CX55,P0C0X0,P14127,P41057,P07280,P05750,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,P39938,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX23,P0CX47,P33442,Q3E792,Q01855,P14126,P0CX49,P41805,P0CX84,P32905,P49167,P0CX41,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P26321,P35997,P0CX82,P0CX25,P10664,P05756,P36105,P05748,O13516,P0C2H6,P0C0V8,P05759,P17076,P0C0W9,P05743,P0CH08,P0CX31,P02406,P26784,Q02326",0.326,0.904,0.02
Overall map of the yeast spliceosome immediately after branching,3.8,EMD-4055,5lj3,"P43321,P40567,A0A165TLN2,Q12330,A0A165TU20,P28004,P36048,P33334,Q08963,P28320,Q06217,P25337,A0A162HKW4,A0A162ERE7,Q03375,P38241,P40204,A0A165VVY6,A0A162GIZ3,Q02260,A0A165UGV0,P40018,P53854,A0A162HWE4,P54999","P33334,Q03375,Q02260,Q08963,P38241,P28320,P43321,P40204,P40567,Q06217,P40018,Q12330,P53854,P28004,P36048,P25337,P54999",0.328,0.758,0.027
Cryo-EM structure of the thermophile spliceosome (state B*Q2),3.5,EMD-62843,9l5t,"G0S4I7,G0RZD9,G0SFY0,G0S620,G0S4Q2,G0SFN9,G0S754,G0S0H7,G0S1V3,G0S2N1,G0S7S7,G0SI53,G0SG70,G0RY82,G0S066,G0S5N3,G0SHQ3,G0SI54,G0RZL0,G0S9U7,G0RYD8,G0S8J0,G0S405,G0S8A6,G0S5W9,G0SF87,G0RY84,G0SDM8,G0RZD6,G0SDJ6","G0S4I7,G0RZD9,G0SFY0,G0S620,G0S4Q2,G0S754,G0S0H7,G0S1V3,G0S2N1,G0S7S7,G0SI53,G0SG70,G0RY82,G0S066,G0S5N3,G0SHQ3,G0SI54,G0RZL0,G0S9U7,G0RYD8,G0S8J0,G0S405,G0S8A6,G0S5W9,G0SF87,G0RY84,G0SDM8,G0RZD6,G0SDJ6",0.331,0.789,0.005
Structure of a yeast 80S ribosome-bound N-Acetyltransferase B complex,3.8,EMD-16090,8bjq,"P05738,P05740,Q3E757,P05749,Q02753,P38061,P0C2H8,P05737,P04456,P87262,Q06504,Q12690,P04650,P04449,P05747,P14120,P05745,P49167,P0CX49,P05739,P14126,P41805,P0CX84,P0CX41,P0CX86,P49166,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,Q12387,P05743,P0CH08,P02406,P26784,P0CX23","P05738,P05740,Q3E757,P05749,Q02753,P38061,P0C2H8,P05737,P04456,P87262,Q06504,Q12690,P04650,P04449,P05747,P14120,P05745,P49167,P0CX49,P05739,P14126,P41805,P0CX84,P0CX41,P0CX86,P49166,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,Q12387,P05743,P0CH08,P02406,P26784,P0CX23",0.337,0.866,0.2
Cryo-EM structure of 90S small ribosomal precursors complex with the DEAH-box RNA helicase Dhr1 (State F),4.0,EMD-30574,7d4i,"Q12460,Q12277,P42945,P25359,P38333,Q06506,Q08492,Q02354,Q06679,P0CX29,Q05946,Q05022,P06367,P40470,P0CX51,P47047,Q08162,P25368,P0CX55,P40055,P53276,P38801,P07280,Q04177,Q12220,P0CX35,Q05636,P46948,Q04305,P0CX39,P33750,P53254,Q12136,Q12035,P48240,P53725,Q08285,Q02931,P26786,P0CX47,Q3E7X9,P33442,Q05498,P38792,P32899,P53859,P47083,Q12149,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P53256,P34247,P35997,P15646,P05756,O13516,P26783,Q04500,Q3E7Y3,Q12499,P40362,Q06512,P0CX31,P25635,Q06078,Q04217,P35194,Q06287,Q08096","Q12460,Q12277,P42945,P25359,P38333,Q06506,Q08492,Q02354,Q06679,P0CX29,Q05946,Q05022,P06367,P40470,P0CX51,P47047,Q08162,P25368,P0CX55,P40055,P53276,P38801,P07280,Q04177,Q12220,P0CX35,Q05636,P46948,Q04305,P0CX39,P33750,P53254,Q12136,Q12035,P48240,P53725,Q08285,Q02931,P26786,P0CX47,Q3E7X9,P33442,Q05498,P38792,P32899,P53859,P47083,Q12149,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P53256,P34247,P35997,P15646,P05756,O13516,P26783,Q04500,Q3E7Y3,Q12499,P40362,Q06512,P0CX31,P25635,Q06078,Q04217,P35194,Q06287,Q08096",0.339,0.472,0.025
The cryo-EM structure of human Bact-III complex,3.0,EMD-35109,8i0t,"P62314,P62316,Q8WUA2,Q9UQ35,O15541,O75533,P09661,Q13573,Q9NW64,Q15459,Q6P2Q9,P62308,P14678,Q15428,Q9HCG8,O60231,Q9P013,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q99459,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,P41223,O75643,Q9HCS7,Q9UNP9,Q15393,Q12874,P62306,Q13356,Q15427,O60306,O60508,O75934,Q9UMS4","P62314,P62316,Q8WUA2,O15541,O75533,P09661,Q13573,Q9NW64,Q15459,Q6P2Q9,P62308,P14678,Q15428,Q9HCG8,O60231,Q9P013,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q99459,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,P41223,O75643,Q9HCS7,Q9UNP9,Q15393,Q12874,P62306,Q13356,Q15427,O60306,O60508,O75934,Q9UMS4",0.34,0.747,0.22
Overall map of a transcribing RNA polymerase II-U1 snRNP complex with 145-nt RNA,3.6,EMD-11972,7b0y,"P62314,F1SKN8,P62316,I3LCB2,P09012,P62308,P60899,I3LCH3,P08621,P62318,Q66K91,A0A287ADR4,P62304,I3LSI7,I3LN51,P62306,A0A4X1VYD0,P11414,I3LJZ9,A0A0B8RVL1,F1RKE4","P62314,F1SKN8,P62316,I3LCB2,P09012,P62308,P60899,I3LCH3,P08621,P62318,Q66K91,A0A287ADR4,P62304,I3LSI7,I3LN51,P62306,A0A4X1VYD0,P11414,I3LJZ9,A0A0B8RVL1,F1RKE4",0.344,0.683,3.8
Cryo-EM structure of the thermophile spliceosome (state B*Q1),2.9,EMD-62842,9l5s,"G0S4I7,G0SFY0,G0S620,G0S4Q2,G0RZZ0,G0S754,G0SFN9,G0S0H7,G0S1V3,G0S2N1,G0S7S7,G0SI53,G0SG70,G0RY82,G0S066,G0S5N3,G0SHQ3,G0SI54,G0RZL0,G0S9U7,G0RYD8,G0S8J0,G0S405,G0S8A6,G0S5W9,G0SF87,G0SDM8,G0RZD6,G0SDJ6","G0S4I7,G0SFY0,G0S620,G0S4Q2,G0RZZ0,G0S754,G0S0H7,G0S1V3,G0S2N1,G0S7S7,G0SI53,G0SG70,G0RY82,G0S066,G0S5N3,G0SHQ3,G0SI54,G0RZL0,G0S9U7,G0RYD8,G0S8J0,G0S405,G0S8A6,G0S5W9,G0SF87,G0SDM8,G0RZD6,G0SDJ6",0.352,0.918,0.0035
Saccharomyces cerevisiae spliceosomal E complex (UBC4),3.6,EMD-0360,6n7p,"P43321,P32605,P53207,Q12330,Q03776,Q06217,P34160,Q08920,Q07508,Q05900,P40204,Q00916,P39682,Q03782,Q00539,Q02260,P33203,P40018,P54999","P43321,P32605,P53207,Q12330,Q03776,Q06217,P34160,Q08920,Q07508,Q05900,P40204,Q00916,P39682,Q03782,Q00539,Q02260,P33203,P40018,P54999",0.352,0.523,0.065
