title,resolution,emdb_id,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD,Q-score,atom_inclusion,recommended_contour_level
Translocation intermediate 1 (TI-1*) of 80S S. cerevisiae ribosome with ligands and eEF2 in the absence of sordarin,3.11,EMD-16702,8cku,"P38011,P05738,P05740,P0CX29,P05749,Q02753,P38061,P06367,P05317,P0C2H8,P0CX51,P05737,P0CX55,P07280,P0CX33,P04456,P87262,P0CX35,Q12690,P0CX39,P04650,P04449,A0A6A5PUG0,Q02326,P05747,P14120,P05745,Q08745,P26786,P0CX47,A0A6A5PV92,Q3E7X9,Q3E792,P0CX49,P14126,P41805,P0CX84,P49167,P32905,P33442,P0CX41,A0A6A5Q3Q1,Q01855,P49166,A0A8H8UMB4,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P0CX82,P26321,P0CX25,P10664,P05756,P36105,A0A6A5Q7K2,P05748,P0C2H6,P26783,O13516,P0C0V8,P17076,P0C0W9,P02407,A0A6A5PVE9,P05743,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,P0CX53,P0CX23","P38011,P05738,P05740,P0CX29,P05749,Q02753,P38061,P06367,P05317,P0C2H8,P0CX51,P05737,P0CX55,P07280,P0CX33,P04456,P87262,P0CX35,Q12690,P0CX39,P04650,P04449,A0A6A5PUG0,Q02326,P05747,P14120,P05745,Q08745,P26786,P0CX47,A0A6A5PV92,Q3E7X9,Q3E792,P0CX49,P14126,P41805,P0CX84,P49167,P32905,P33442,P0CX41,A0A6A5Q3Q1,Q01855,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P0CX82,P26321,P0CX25,P10664,P05756,P36105,A0A6A5Q7K2,P05748,P0C2H6,P26783,O13516,P0C0V8,P17076,P0C0W9,P02407,A0A6A5PVE9,P05743,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,P0CX53,P0CX23",0.425,0.912,0.2
3.4 angstrom cryo-EM structure of yeast 90S small subunit preribosome,3.4,EMD-9964,6ke6,"Q12460,P42945,P38333,P36144,Q06506,Q08492,Q02354,Q06679,P0CX29,Q05946,P06367,P0CX51,P25368,P0CX55,P40055,P53276,Q04177,Q12220,P40079,P0CX35,P53914,Q04305,P0CX39,P33750,P53254,Q12136,P48589,Q12035,Q02931,P40546,P26786,P0CX47,Q3E7X9,P33442,P25586,Q05498,P32899,P47083,P48234,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P34247,P35997,P15646,P05756,O13516,P26783,Q04500,Q3E7Y3,Q12499,P40362,Q06512,P0CX31,P25635,Q06078,P35194,Q06287,Q08096","Q12460,P42945,P38333,P36144,Q06506,Q08492,Q02354,Q06679,P0CX29,Q05946,P06367,P0CX51,P25368,P0CX55,P40055,P53276,Q04177,Q12220,P40079,P0CX35,P53914,Q04305,P0CX39,P33750,P53254,Q12136,P48589,Q12035,Q02931,P40546,P26786,P0CX47,Q3E7X9,P33442,P25586,Q05498,P32899,P47083,P48234,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P34247,P35997,P15646,P05756,O13516,P26783,Q04500,Q3E7Y3,Q12499,P40362,Q06512,P0CX31,P25635,Q06078,P35194,Q06287,Q08096",0.427,0.574,0.016
Saccharomyces cerevisiae spliceosomal E complex (ACT1),3.2,EMD-0361,6n7r,"Q02260,P43321,P32605,Q00916,P40204,P53207,Q06217,P40018,Q12330,Q03782,Q07508,P54999,Q05900,Q03776,P39682,Q00539","Q02260,P43321,P32605,Q00916,P40204,P53207,Q06217,P40018,Q12330,Q03782,Q07508,P54999,Q05900,Q03776,P39682,Q00539",0.427,0.574,0.05
Cryo-EM structure of the human cap binding complex (CBC),3.38,EMD-40780,8suy,"Q09161,P52298","Q09161,P52298",0.43,0.64,0.07
cryo-EM structure of yeast THO complex with Sub2,3.4,EMD-31670,7v2y,"P53851,P53552,P33441,O13539,P17629,Q07478","P53851,P53552,P33441,O13539,P17629,Q07478",0.431,0.722,0.025
Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.9,EMD-10071,6s05,"P05738,P05740,P05749,Q02753,P38061,Q02256,P0C2H8,Q06709,P05737,P04456,P87262,Q12690,P04650,P04449,Q02326,P05747,P14120,P05745,P53145,P49167,P0CX49,P14126,P0CX84,P26785,P0CX41,P38861,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,P05743,P02406,P0CX23","P05738,P05740,P05749,Q02753,P38061,Q02256,P0C2H8,Q06709,P05737,P04456,P87262,Q12690,P04650,P04449,Q02326,P05747,P14120,P05745,P53145,P49167,P0CX49,P14126,P0CX84,P26785,P0CX41,P38861,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,P05743,P02406,P0CX23",0.432,0.742,0.08
Cryo-EM Structure of the Activated Human Minor Spliceosome (minor Bact Complex),2.89,EMD-30875,7dvq,"P62314,P62316,Q6UX04,Q9UQ35,O15541,Q8TAD8,Q5RL73,O75533,Q13573,Q6P2Q9,P62308,Q9BRD0,P14678,Q9HCG8,Q9Y3B4,O60231,Q9P013,Q9BWG6,Q13435,Q9BWJ5,Q7RTV0,Q15029,Q99459,Q9H6L4,P62318,Q9P021,O43660,Q96DI7,P62304,Q9BZJ0,O75643,Q9Y388,P62306,Q15393,Q13356,Q92917,Q15427,Q8IYB3","P62314,P62316,Q6UX04,O15541,Q8TAD8,Q5RL73,O75533,Q13573,Q6P2Q9,P62308,Q9BRD0,P14678,Q9HCG8,Q9Y3B4,O60231,Q9P013,Q9BWG6,Q13435,Q9BWJ5,Q7RTV0,Q15029,Q99459,Q9H6L4,P62318,Q9P021,O43660,Q96DI7,P62304,Q9BZJ0,O75643,Q9Y388,P62306,Q15393,Q13356,Q92917,Q15427,Q8IYB3",0.432,0.616,0.014
Structure of ribosomal complex bound with Rbg1/Tma46,3.23,EMD-24652,7rr5,"A0A6A5Q867,A0A6L1BCL1,A0A6L0YTI6,A0A6L1AIT6,P14120,A0A6A5Q3W0,A0A6A5PV92,A0A6A5Q0E8,A0A6A5PWF7,A0A6L0YFM5,A0A6L0ZQQ7,A0A6A5Q1H1,A0A6A5PYM2,A0A6L0Z3Q0,P05738,A0A6A5PWR1,A0A1L4AA68,A0A6L1AF71,A0A6A5PUZ5,P05745,A0A7I9GPQ3,A0A6A5PY83,A0A6L1B1T2,A0A6A5Q0W8,A0A6A5Q3Q1,A0A7I9BRN0,A0A6L0ZZW6,A0A6A5Q700,P35997,P0CX82,A0A6L0YSM0,A0A6L1A1E1,P0C0V8,A0A6L0ZFW3,A0A6A5PVE9,A0A6L1C3H0,A0A6A5Q6F2,A0A6V8RJA7,A0A6L1BWT3,P0CX23,A0A6L0Z4W4,A0A6L1AMY1,A0A6L1BIE7,A0A6A5PSE9,A0A6A5Q275,A0A6A5Q8I3,A0A6L0YFR2,A0A6A5PT43,A0A6L1A7F6,A0A6A5Q1M9,A0A6L0YMX6,P0CX86,A0A6L1BLL7,A0A6L0ZD57,P0CX25,A0A6A5PRY4,P36105,A0A6A5PZ18,P17076,P05743,A0A6L0ZM59,A0A6L1B5X0,A0A6V8S9K0,A0A6L0YQ58,A0A6A5PUL8,A0A6L1BJ04,A0A6A5PWT7,A0A6A5PWZ9,A0A6L1ASX0,A0A6L0ZDK5,A0A6L0Z7E4,A0A6A5Q627,A0A6L1ACT7,P05748,A0A6L1AUB6,A0A6L1BKH8,A0A6L0Y8L2,A0A6A5PU37,A0A6L0ZRP4","A0A6A5Q867,A0A6L1BCL1,A0A6L1AIT6,P14120,A0A6A5Q3W0,A0A6A5PV92,A0A6A5Q0E8,A0A6A5PWF7,A0A6L0YFM5,A0A6L0ZQQ7,A0A6A5Q1H1,A0A6A5PYM2,A0A6L0Z3Q0,P05738,A0A6A5PWR1,A0A1L4AA68,A0A6L1AF71,A0A6A5PUZ5,P05745,A0A7I9GPQ3,A0A6A5PY83,A0A6L1B1T2,A0A6A5Q0W8,A0A6A5Q3Q1,A0A7I9BRN0,A0A6L0ZZW6,A0A6A5Q700,P35997,P0CX82,A0A6L0YSM0,A0A6L1A1E1,P0C0V8,A0A6L0ZFW3,A0A6A5PVE9,A0A6L1C3H0,A0A6A5Q6F2,A0A6V8RJA7,A0A6L1BWT3,P0CX23,A0A6L0Z4W4,A0A6L1AMY1,A0A6L1BIE7,A0A6A5PSE9,A0A6A5Q275,A0A6A5Q8I3,A0A6L0YFR2,A0A6A5PT43,A0A6L1A7F6,A0A6A5Q1M9,A0A6L0YMX6,P0CX86,A0A6L1BLL7,A0A6L0ZD57,P0CX25,A0A6A5PRY4,P36105,A0A6A5PZ18,P17076,P05743,A0A6L0ZM59,A0A6L1B5X0,A0A6V8S9K0,A0A6L0YQ58,A0A6A5PUL8,A0A6L1BJ04,A0A6A5PWT7,A0A6A5PWZ9,A0A6L1ASX0,A0A6L0ZDK5,A0A6L0Z7E4,A0A6A5Q627,A0A6L1ACT7,P05748,A0A6L1AUB6,A0A6L1BKH8,A0A6L0Y8L2,A0A6A5PU37,A0A6L0ZRP4",0.437,0.905,0.003
"Hypomethylated yeast 80S bound with Taura syndrome virus (TSV) internal ribosome entry site (IRES), eEF2, GDP, and sordarin, Structure IV",3.04,EMD-41001,8t3e,"P38011,P05738,P05740,A0A6A5Q7I9,P0CX29,P05749,Q02753,P06367,A0A6A5PWR1,A0A6A5PSE9,P0CX51,A0A6A5Q8I3,P0C2H8,P05737,P0CX55,P07280,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,Q12690,P0CX39,P04650,A0A6A5Q2N7,P14120,Q08745,A0A6A5Q3W0,A0A6A5PY83,B3LMD0,A0A6A5Q1M9,P26786,P05745,P0CX47,A0A6A5PV92,P14126,P0CX49,A0A6A5Q0W8,P0CX84,P32905,A0A6A5Q0E8,A0A6A5PUL8,A0A6A5Q3Q1,P0CX41,P0CX86,P32324,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,A0A6A5Q700,P35997,P0CX82,P0CX25,P05756,A0A6A5PRY4,O13516,P36105,A0A6A5PZ18,P0C0V8,P05748,P0C2H6,P17076,P02407,A0A6A5PVE9,P05743,A0A6A5Q6F2,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,Q02326","P38011,P05738,P05740,A0A6A5Q7I9,P0CX29,P05749,Q02753,P06367,A0A6A5PWR1,A0A6A5PSE9,P0CX51,A0A6A5Q8I3,P0C2H8,P05737,P0CX55,P07280,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,Q12690,P0CX39,P04650,A0A6A5Q2N7,P14120,Q08745,A0A6A5Q3W0,A0A6A5PY83,B3LMD0,A0A6A5Q1M9,P26786,P05745,P0CX47,A0A6A5PV92,P14126,P0CX49,A0A6A5Q0W8,P0CX84,P32905,A0A6A5Q0E8,A0A6A5PUL8,A0A6A5Q3Q1,P0CX41,P0CX86,P32324,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,A0A6A5Q700,P35997,P0CX82,P0CX25,P05756,A0A6A5PRY4,O13516,P36105,A0A6A5PZ18,P0C0V8,P05748,P0C2H6,P17076,P02407,A0A6A5PVE9,P05743,A0A6A5Q6F2,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,Q02326",0.437,0.772,0.3
Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.3,EMD-4884,6ri5,"P05738,P05740,P05749,Q02753,P38061,P0C2H8,Q06709,P05737,P04456,P87262,Q12690,P04650,P04449,Q02326,P05747,P14120,P05745,P53145,P49167,P0CX49,P14126,P0CX84,P26785,P41805,P0CX41,P38861,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,P05743,P0CH08,P02406,P0CX23","P05738,P05740,P05749,Q02753,P38061,P0C2H8,Q06709,P05737,P04456,P87262,Q12690,P04650,P04449,Q02326,P05747,P14120,P05745,P53145,P49167,P0CX49,P14126,P0CX84,P26785,P41805,P0CX41,P38861,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,P05743,P0CH08,P02406,P0CX23",0.439,0.778,0.06
Cryo-EM Structure of Pre-B+5'ssLNG Complex (core part),3.7,EMD-18546,8qpa,"P83876,O75643,Q9BUQ8,Q6P2Q9,Q15459,Q15029,O43290,Q8WWY3,O94906,P55769,O43395,Q53GS9,O43172","P83876,O75643,Q9BUQ8,Q6P2Q9,Q15459,Q15029,O43290,Q8WWY3,O94906,P55769,O43395,Q53GS9,O43172",0.439,0.615,0.031
"Cryo-EM structure of the 90S pre-ribosome (Kre33-Noc4) from Chaetomium thermophilum, state B1",3.5,EMD-10052,6rxu,"G0SCT7,G0S3T2,G0SDL4,G0S1A6,G0SCS8,G0S7Z2,G0SAJ6,G0S5F1,G0SF32,G0S445,G0SGM0,G0SE90,G0SF00,G0SF93,G0S273,G0SGY2,G0S3V7,G0SEI5,P0CU28,G0S1Z0,G0S5J4,G0S8Y4,G0RYX2,G0S612,G0S8C4,G0RZM9,G0S7X0,G0RZ99,G0RY94,G0SHI0,G0SDW0,G0S9M9,G0S9I7,G0RZL4,G0S5L1,G0SBN9,G0SHP3,G0SBR7,G0S6J7,G0SG51,G0S0B1,G0S4E3,G0RY45,G0S0Z4,P0CT47,G0SG95,G0S872,G0SAY9,G0RY43,G0SFL1,G0S387,G0S2U4,G0RZL9,G0RY17,G0S902,G0RYF6,G0S4H3,G0S7T8","G0SCT7,G0S3T2,G0SDL4,G0S1A6,G0SCS8,G0S7Z2,G0SAJ6,G0S5F1,G0SF32,G0S445,G0SGM0,G0SE90,G0SF00,G0SF93,G0S273,G0SGY2,G0S3V7,G0SEI5,P0CU28,G0S1Z0,G0S5J4,G0S8Y4,G0RYX2,G0S612,G0S8C4,G0RZM9,G0S7X0,G0RZ99,G0RY94,G0SHI0,G0SDW0,G0S9M9,G0S9I7,G0RZL4,G0SBN9,G0SBR7,G0S6J7,G0SG51,G0S0B1,G0S4E3,G0RY45,G0S0Z4,P0CT47,G0SG95,G0S872,G0SAY9,G0RY43,G0SFL1,G0S387,G0S2U4,G0RZL9,G0RY17,G0S902,G0RYF6,G0S4H3,G0S7T8",0.44,0.77,0.03
Cryo-EM Structure of Pre-B Complex (core part),3.5,EMD-18544,8qp8,"P83876,Q15459,Q9BUQ8,Q6P2Q9,Q8WVK2,Q15029,Q8WWY3,O94906,Q53GS9,O43395,Q9BTD8,O43290","P83876,Q15459,Q9BUQ8,Q6P2Q9,Q8WVK2,Q15029,Q8WWY3,O94906,Q53GS9,O43395,Q9BTD8,O43290",0.441,0.713,0.075
human Bact spliceosome core structure,3.4,EMD-4255,6ff4,"Q6UX04,Q9UQ35,O15541,O75533,Q13573,Q9NW64,Q6P2Q9,Q9BRD0,Q15428,Q9Y3B4,Q9P013,Q13435,Q9BWJ5,Q7RTV0,Q15029,Q99459,Q9Y3C6,O43660,Q9BZJ0,P41223,Q9Y388,Q15393,O60508,Q8IYB3","Q6UX04,O15541,O75533,Q13573,Q9NW64,Q6P2Q9,Q9BRD0,Q15428,Q9Y3B4,Q9P013,Q13435,Q9BWJ5,Q7RTV0,Q15029,Q99459,Q9Y3C6,O43660,Q9BZJ0,P41223,Q9Y388,Q15393,O60508,Q8IYB3",0.443,0.812,0.04
Cryo-EM structure of the apo form of human PRMT5:MEP50 complex at a resolution of 3.4 angstrom.,3.4,EMD-20764,6ugh,"O14744,Q9BQA1","O14744,Q9BQA1",0.447,0.726,0.00597
"Human m6A-METTL associated complex (WTAP, VIRMA, and HAKAI)",3.0,EMD-31947,7vf5,"Q69YN4,Q15007","Q69YN4,Q15007",0.448,0.747,0.36
Cryo-EM map of the Candida albicans 80S ribosome in complex with blasticidin s,2.67,EMD-13750,7q0r,"O42817,A0A1D8PLC9,Q5AJ93,A0A1D8PK22,A0A1D8PN83,A0A1D8PI15,A0A1D8PQN0,A0A1D8PG16,A0A1D8PK71,A0A1D8PF57,Q5A7K0,A0A1D8PFG4,A0A1D8PPE0,A0A1D8PNQ6,A0A2V1AQU0,A0A1D8PK40,Q5A900,Q5A389,A0A1D8PDU3,A0A1D8PM75,Q5ALV6,Q5AGZ7,A0A1D8PDT4,O59931,A0A1D8PL99,A0A1D8PH21,A0A1D8PCX8,Q5A6R1,A0A1D8PSC5,A0A1D8PGY8,A0A1D8PDT3,A0A1D8PK61,Q5ANA1,A0A1D8PTR4,Q59LS1,P83774,A0A1D8PSV5,Q5ADQ6,Q59T44,P40910,A0A1D8PCW6,Q5A109,A0A1D8PPS1,A0A1D8PCG7,A0A1D8PCI6,Q96W54,A0A1D8PTI7,A0A1D8PPN6,Q5AG43,A0A1D8PSK2,A0A1D8PEY9,A0A1D8PF45,A0A1D8PQQ5,Q5AIB8","O42817,A0A1D8PLC9,Q5AJ93,A0A1D8PK22,A0A1D8PN83,A0A1D8PI15,A0A1D8PQN0,A0A1D8PG16,A0A1D8PK71,A0A1D8PF57,Q5A7K0,A0A1D8PFG4,A0A1D8PPE0,A0A1D8PNQ6,A0A2V1AQU0,A0A1D8PK40,Q5A900,Q5A389,A0A1D8PDU3,A0A1D8PM75,Q5ALV6,Q5AGZ7,A0A1D8PDT4,O59931,A0A1D8PL99,A0A1D8PH21,A0A1D8PCX8,Q5A6R1,A0A1D8PSC5,A0A1D8PGY8,A0A1D8PDT3,A0A1D8PK61,Q5ANA1,A0A1D8PTR4,Q59LS1,P83774,A0A1D8PSV5,Q5ADQ6,Q59T44,P40910,A0A1D8PCW6,Q5A109,A0A1D8PPS1,A0A1D8PCG7,A0A1D8PCI6,Q96W54,A0A1D8PTI7,A0A1D8PPN6,Q5AG43,A0A1D8PSK2,A0A1D8PEY9,A0A1D8PF45,A0A1D8PQQ5,Q5AIB8",0.448,0.607,0.632
Human Nuclear Exosome Targeting (NEXT) complex bound to RNA (substrate 2),3.62,EMD-24883,7s7c,"Q6NZY4,P42285,Q9Y580","Q6NZY4,P42285,Q9Y580",0.449,0.727,8.0
Nonstop ribosomal complex bound with Dom34 and Hbs1,3.3,EMD-4140,5m1j,"P38011,P05738,P05740,P0CX29,P05749,P38061,Q02753,P06367,P0CX51,P39939,P0C2H8,P38701,P05737,P41057,P0C0X0,P14127,P0CX55,P07280,P05750,P0CX33,P0CX35,P87262,P04456,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q02326,Q08745,P05745,P33309,P26786,P0CX47,P33442,Q3E792,Q01855,P14126,P0CX84,P41805,P49167,P32905,P0CX26,P0CX49,P0CX41,P0CX87,P49166,P0CX37,P25443,P0CX45,P32769,P05744,P0C0W1,P35997,P26321,P0CX82,P10664,P05756,P36105,O13516,P26783,P05748,P0C0V8,P05759,P0C2H6,P17076,P26784,P0C0W9,P0CH08,P05743,P0CX31,P02406,P0CX28,P0CX23","P38011,P05738,P05740,P0CX29,P05749,P38061,Q02753,P06367,P0CX51,P39939,P0C2H8,P38701,P05737,P41057,P0C0X0,P14127,P0CX55,P07280,P05750,P0CX33,P0CX35,P87262,P04456,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q02326,Q08745,P05745,P33309,P26786,P0CX47,P33442,Q3E792,Q01855,P14126,P0CX84,P41805,P49167,P32905,P0CX26,P0CX49,P0CX41,P0CX87,P49166,P0CX37,P25443,P0CX45,P32769,P05744,P0C0W1,P35997,P26321,P0CX82,P10664,P05756,P36105,O13516,P26783,P05748,P0C0V8,P05759,P0C2H6,P17076,P26784,P0C0W9,P0CH08,P05743,P0CX31,P02406,P0CX28,P0CX23",0.45,0.714,3.5
Cryo-EM structures and computational analysis for enhanced potency in MTA-synergic inhibition of human protein arginine methyltransferase 5,3.14,EMD-27078,8cyi,"O14744,Q9BQA1","O14744,Q9BQA1",0.451,0.874,1.2
"Hypomethylated yeast 80S bound with Taura syndrome virus (TSV) internal ribosome entry site (IRES), eEF2, GDP, sordarin, and hibernating factor Los2",2.86,EMD-40997,8t3a,"P38011,P05738,P05740,A0A6A5Q7I9,A0A8H4C1T8,P0CX29,P05749,Q02753,P06367,A0A6A5PWR1,A0A6A5PSE9,P0CX51,A0A6A5Q8I3,P0C2H8,P05737,P0CX55,P07280,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,Q12690,P0CX39,P04650,A0A6A5Q2N7,P14120,Q08745,A0A6A5Q3W0,A0A6A5PY83,B3LMD0,A0A6A5Q1M9,P26786,P05745,P0CX47,A0A6A5PV92,P14126,P0CX49,A0A6A5Q0W8,P0CX84,P32905,A0A6A5Q0E8,A0A6A5PUL8,A0A6A5Q3Q1,P0CX41,P0CX86,P32324,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,A0A6A5Q700,P35997,P0CX82,P0CX25,P05756,A0A6A5PRY4,O13516,P36105,A0A6A5PZ18,P0C0V8,P05748,P0C2H6,P17076,P02407,A0A6A5PVE9,P05743,A0A6A5Q6F2,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,Q02326","P38011,P05738,P05740,A0A6A5Q7I9,P0CX29,P05749,Q02753,P06367,A0A6A5PWR1,A0A6A5PSE9,P0CX51,A0A6A5Q8I3,P0C2H8,P05737,P0CX55,P07280,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,Q12690,P0CX39,P04650,A0A6A5Q2N7,P14120,Q08745,A0A6A5Q3W0,A0A6A5PY83,B3LMD0,A0A6A5Q1M9,P26786,P05745,P0CX47,A0A6A5PV92,P14126,P0CX49,A0A6A5Q0W8,P0CX84,P32905,A0A6A5Q0E8,A0A6A5PUL8,A0A6A5Q3Q1,P0CX41,P0CX86,P32324,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,A0A6A5Q700,P35997,P0CX82,P0CX25,P05756,A0A6A5PRY4,O13516,P36105,A0A6A5PZ18,P0C0V8,P05748,P0C2H6,P17076,P02407,A0A6A5PVE9,P05743,A0A6A5Q6F2,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,Q02326",0.451,0.786,0.3
Structure of a yeast 80S ribosome-bound N-Acetyltransferase B complex,3.1,EMD-16086,8bip,"P05738,P05740,Q3E757,P05749,Q02753,P38061,P0C2H8,P05737,P04456,P87262,Q06504,Q12690,P04650,P04449,P05747,P14120,P05745,P49167,P0CX49,P05739,P14126,P41805,P0CX84,P0CX41,P0CX86,P49166,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,Q12387,P05743,P0CH08,P02406,P26784,P0CX23","P05738,P05740,Q3E757,P05749,Q02753,P38061,P0C2H8,P05737,P04456,P87262,Q06504,Q12690,P04650,P04449,P05747,P14120,P05745,P49167,P0CX49,P05739,P14126,P41805,P0CX84,P0CX41,P0CX86,P49166,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,Q12387,P05743,P0CH08,P02406,P26784,P0CX23",0.451,0.909,0.215
Cryo-EM structure of the yeast THO-Sub2 complex,3.7,EMD-23527,7luv,"P53552,O13539,P17629,P33441,Q07478","P53552,O13539,P17629,P33441,Q07478",0.453,0.749,0.009
"Cryo-EM structure of the yeast 80S ribosome with tigecycline, Not5 and P-site tRNA",3.0,EMD-36945,8k82,"P05317,P0CX51,P39939,P38701,P05737,P41057,P05750,P04650,P48589,P14120,Q08745,P49167,P0CX49,P0CX37,P0CX45,P0CX27,P05744,P05756,P05738,P06367,P0CX55,P07280,P87262,P05745,Q3E7X9,Q3E792,Q01855,P14126,P0CX84,P0CX43,P35997,P0CX82,P0C0V8,Q12514,P0C0W9,P02407,P0CX53,P0CX23,Q02326,P05740,P05749,Q02753,P0C2H8,P0CX35,P04456,P0CX39,P05747,P26786,P0CX47,P41805,P32905,P0CX41,P0CX86,P49166,P0CX25,P36105,O13516,P0C2H6,P05759,P17076,P05743,P0CH08,P0CX31,P02406,P26784,P38011,P0CX29,P38061,P0CX33,Q12690,P04449,P33442,P25443,P0C0W1,P26321,P10664,P05748,P26783","P05317,P0CX51,P39939,P38701,P05737,P41057,P05750,P04650,P48589,P14120,Q08745,P49167,P0CX49,P0CX37,P0CX45,P0CX27,P05744,P05756,P05738,P06367,P0CX55,P07280,P87262,P05745,Q3E7X9,Q3E792,Q01855,P14126,P0CX84,P0CX43,P35997,P0CX82,P0C0V8,Q12514,P0C0W9,P02407,P0CX53,P0CX23,Q02326,P05740,P05749,Q02753,P0C2H8,P0CX35,P04456,P0CX39,P05747,P26786,P0CX47,P41805,P32905,P0CX41,P0CX86,P49166,P0CX25,P36105,O13516,P0C2H6,P05759,P17076,P05743,P0CH08,P0CX31,P02406,P26784,P38011,P0CX29,P38061,P0CX33,Q12690,P04449,P33442,P25443,P0C0W1,P26321,P10664,P05748,P26783",0.453,0.933,0.01
Yeast Vms1 (Q295L)-60S ribosomal subunit complex (pre-state without Arb1),3.4,EMD-4753,6r87,"P05738,P05740,Q3E757,P05749,Q02753,P38061,P05317,Q04311,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P04449,P05747,P14120,Q02326,P05745,P49167,P0CX49,P0CX84,P41805,P14126,P0CX41,P0CX43,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0CH08,P05743,P02406,P26784,P0CX53,P0CX23","P05738,P05740,Q3E757,P05749,Q02753,P38061,P05317,Q04311,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P04449,P05747,P14120,Q02326,P05745,P49167,P0CX49,P0CX84,P41805,P14126,P0CX41,P0CX43,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0CH08,P05743,P02406,P26784,P0CX53,P0CX23",0.455,0.924,0.025
Human nuclear exosome-MTR4 RNA complex - composite map after focused reconstruction,3.45,EMD-7809,6d6r,"Q5RKV6,Q96B26,Q9Y3B2,Q99547,Q9Y2L1,Q01780,Q9NQT5,Q13868,Q9NPD3,Q06265,Q9NQT4,P42285,Q15024","Q5RKV6,Q96B26,Q9Y3B2,Q99547,Q9Y2L1,Q01780,Q9NQT5,Q13868,Q9NPD3,Q06265,Q9NQT4,P42285,Q15024",0.456,0.705,0.037
Cryo-EM structure of Lsg1-engaged (LE) pre-60S ribosomal subunit,3.8,EMD-0373,6n8n,"P05738,P05740,P05749,Q02753,Q02256,P38061,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P04449,P05747,P14120,P05745,P53145,P0CX23,P49167,P14126,P0CX49,P0CX84,P0CX41,P38861,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX25,P0CX82,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,P05743,P0CH08,P02406,P26784,P0CX53,Q02326","P05738,P05740,P05749,Q02753,Q02256,P38061,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P04449,P05747,P14120,P05745,P53145,P0CX23,P49167,P14126,P0CX49,P0CX84,P0CX41,P38861,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX25,P0CX82,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,P05743,P0CH08,P02406,P26784,P0CX53,Q02326",0.457,0.846,0.022
Cryo-EM structure of the CBC-ALYREF complex,3.22,EMD-40739,8srr,"Q09161,Q4KL64,P52298","Q09161,Q4KL64,P52298",0.458,0.738,0.06
