title,resolution,emdb_id,fitted_pdbs,sample_info_string,xref_UNIPROTKB,RCSB_classification,Q-score
"Escherichia coli transcription-translation complex C6 (TTC-C6) containing mRNA with a 21 nt long spacer, NusA, and fMet-tRNAs at E-site and P-site",9.9,EMD-21477,6vyz,"50S ribosomal protein L23	protein_or_peptide	0.01122216	Escherichia coli_562,30S ribosomal protein S1	protein_or_peptide	0.061238887	Escherichia coli_562,30S ribosomal protein S9	protein_or_peptide	0.01488627	Escherichia coli_562,50S ribosomal protein L35	protein_or_peptide	0.007313032	Escherichia coli_562,30S ribosomal protein S18	protein_or_peptide	0.009005472	Escherichia coli_562,50S ribosomal protein L29	protein_or_peptide	0.007155267	Escherichia coli_562,30S ribosomal protein S2	protein_or_peptide	0.02678167	Escherichia coli_562,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150820875	Escherichia coli_562,50S ribosomal protein L20	protein_or_peptide	0.013528024	Escherichia coli_562,50S ribosomal protein L17	protein_or_peptide	0.014393657	Escherichia coli_562,mRNA in the ribosomal RNA entrance pore	rna	0.00087354	synthetic construct_32630,50S ribosomal protein L22	protein_or_peptide	0.012253359	Escherichia coli_562,5S rRNA	rna	0.03879009	Escherichia coli_562,30S ribosomal protein S8	protein_or_peptide	0.014146557	Escherichia coli_562,30S ribosomal protein S16	protein_or_peptide	0.009207572	Escherichia coli_562,50S ribosomal protein L33	protein_or_peptide	0.006388631	Escherichia coli_562,50S ribosomal protein L3	protein_or_peptide	0.022277535	Escherichia coli_562,23S rRNA	rna	0.941635438	Escherichia coli_562,ZINC ION	ligand	6.5409e-05,50S ribosomal protein L9	protein_or_peptide	0.01578902	Escherichia coli_562,50S ribosomal protein L27	protein_or_peptide	0.00914654	Escherichia coli_562,MAGNESIUM ION	ligand	2.4305e-05,Transcription termination/antitermination protein NusG	protein_or_peptide	0.020560523	Escherichia coli _562,Escherichia coli transcription-translation complex C6 (TTC-C6) containing mRNA with a 21 nt long spacer\, NusA\, and fMet-tRNAs at E-site and P-site	complex_supramolecule		Escherichia coli_562,50S ribosomal protein L2	protein_or_peptide	0.029923619	Escherichia coli_562,50S ribosomal protein L24	protein_or_peptide	0.01133925	Escherichia coli_562,50S ribosomal protein L15	protein_or_peptide	0.015008471	Escherichia coli_562,50S ribosomal protein L4	protein_or_peptide	0.022121566	Escherichia coli_562,50S ribosomal protein L18	protein_or_peptide	0.012794668	Escherichia coli_562,50S ribosomal protein L30	protein_or_peptide	0.00655482	Escherichia coli_562,16S rRNA	rna	0.499690031	Escherichia coli_562,30S ribosomal protein S10	protein_or_peptide	0.011755597	Escherichia coli_562,30S ribosomal protein S4	protein_or_peptide	0.023514199	Escherichia coli_562,50S ribosomal protein L34	protein_or_peptide	0.005397463	Escherichia coli_562,30S ribosomal protein S21	protein_or_peptide	0.008524039	Escherichia coli_562,30S ribosomal protein S14	protein_or_peptide	0.01160656	Escherichia coli_562,50S ribosomal protein L25	protein_or_peptide	0.010713465	Escherichia coli_562,DNA-directed RNA polymerase subunit omega	protein_or_peptide	0.010249547	Escherichia coli_562,30S ribosomal protein S11	protein_or_peptide	0.013870975	Escherichia coli_562,30S ribosomal protein S15	protein_or_peptide	0.010290816	Escherichia coli_562,50S ribosomal protein L13	protein_or_peptide	0.016050606	Escherichia coli_562,50S ribosomal protein L31	protein_or_peptide	0.007887117	Escherichia coli_562,30S ribosomal protein S5	protein_or_peptide	0.017629398	Escherichia coli_562,E-site and P-site tRNA (fMet)	rna	0.024496617	Escherichia coli_562,DNA-directed RNA polymerase subunit beta'	protein_or_peptide	0.155398859	Escherichia coli_562,50S ribosomal protein L5	protein_or_peptide	0.020333611	Escherichia coli_562,30S ribosomal protein S20	protein_or_peptide	0.009708464	Escherichia coli_562,mRNA with 21 nt long spacer	rna	0.01199382	synthetic construct_32630,50S ribosomal protein L16	protein_or_peptide	0.015312269	Escherichia coli_562,NT DNA	dna	0.01104211	synthetic construct_32630,30S ribosomal protein S3	protein_or_peptide	0.023248994	Escherichia coli_562,30S ribosomal protein S13	protein_or_peptide	0.013128467	Escherichia coli_562,T DNA	dna	0.010956012	synthetic construct_32630,50S ribosomal protein L32	protein_or_peptide	0.006463445	Escherichia coli_562,50S ribosomal protein L19	protein_or_peptide	0.013159278	Escherichia coli_562,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.03655868	Escherichia coli_562,30S ribosomal protein S12	protein_or_peptide	0.013768157	Escherichia coli_562,30S ribosomal protein S6	protein_or_peptide	0.015727512	Escherichia coli_562,50S ribosomal protein L6	protein_or_peptide	0.018932791	Escherichia coli_562,30S ribosomal protein S7	protein_or_peptide	0.020055156	Escherichia coli_562,50S ribosomal protein L36	protein_or_peptide	0.00437739	Escherichia coli_562,30S ribosomal protein S19	protein_or_peptide	0.010455355	Escherichia coli_562,50S ribosomal protein L28	protein_or_peptide	0.009027551	Escherichia coli_562,50S ribosomal protein L21	protein_or_peptide	0.011586374	Escherichia coli_562,50S ribosomal protein L14	protein_or_peptide	0.013565067	Escherichia coli_562,30S ribosomal protein S17	protein_or_peptide	0.009724491	Escherichia coli_562","P02413,P0A7U7,P0AG67,P0A7V3,P0ADZ0,P0A7U3,P0ADY7,P0AG44,P02358,P0A7P5,P0AG63,P0A7M6,P0A7X3,P0A7Z4,P0A7R5,P0A7R9,P60723,P0A7S9,P61175,P0C018,P0A7V0,P60624,P0A7W1,P0A7S3,P02359,P0A7L3,P0AG48,P0A7M2,P0A7K6,P0A800,P0AFG0,P60422,P0A7Q1,P0AG55,P68919,P0A7W7,P68679,P0AG51,P0A7N4,P0AA10,P0AG59,P0A7N9,P62399,P0A8T7,P0A7Q6,P0A7T3,P0ADY3,P0ADZ4,P0A7V8,P0A7M9,P0A7R1,P0A7L8,P60438,P0A7T7","RIBOSOME,TRANSCRIPTION/TRANSLATION",0.033
"Escherichia coli transcription-translation complex C5 (TTC-C5) containing mRNA with a 21 nt long spacer, NusG, and fMet-tRNAs at E-site and P-site",9.9,EMD-21476,6vyy,"50S ribosomal protein L23	protein_or_peptide	0.01122216	Escherichia coli_562,30S ribosomal protein S1	protein_or_peptide	0.061238887	Escherichia coli_562,30S ribosomal protein S9	protein_or_peptide	0.01488627	Escherichia coli_562,50S ribosomal protein L35	protein_or_peptide	0.007313032	Escherichia coli_562,50S ribosomal protein L14	protein_or_peptide	0.013565067	Escherichia coli_562,mRNA with 21 nt long spacer	rna	0.005196096	synthetic construct_32630,30S ribosomal protein S18	protein_or_peptide	0.009005472	Escherichia coli_562,30S ribosomal protein S2	protein_or_peptide	0.02678167	Escherichia coli_562,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150820875	Escherichia coli_562,50S ribosomal protein L20	protein_or_peptide	0.013528024	Escherichia coli_562,50S ribosomal protein L29	protein_or_peptide	0.007286464	Escherichia coli_562,mRNA in the ribosomal RNA entrance pore	rna	0.00087354	synthetic construct_32630,50S ribosomal protein L22	protein_or_peptide	0.012253359	Escherichia coli_562,50S ribosomal protein L17	protein_or_peptide	0.014393657	Escherichia coli_562,5S rRNA	rna	0.03879009	Escherichia coli_562,30S ribosomal protein S8	protein_or_peptide	0.014146557	Escherichia coli_562,30S ribosomal protein S16	protein_or_peptide	0.009207572	Escherichia coli_562,50S ribosomal protein L33	protein_or_peptide	0.006388631	Escherichia coli_562,50S ribosomal protein L3	protein_or_peptide	0.022277535	Escherichia coli_562,23S rRNA	rna	0.941635438	Escherichia coli_562,ZINC ION	ligand	6.5409e-05,50S ribosomal protein L9	protein_or_peptide	0.01578902	Escherichia coli_562,Transcription termination/antitermination protein NusG	protein_or_peptide	0.020560523	Escherichia coli_562,50S ribosomal protein L27	protein_or_peptide	0.00914654	Escherichia coli_562,MAGNESIUM ION	ligand	2.4305e-05,50S ribosomal protein L15	protein_or_peptide	0.015008471	Escherichia coli_562,50S ribosomal protein L18	protein_or_peptide	0.012794668	Escherichia coli_562,50S ribosomal protein L2	protein_or_peptide	0.029923619	Escherichia coli_562,50S ribosomal protein L24	protein_or_peptide	0.01133925	Escherichia coli_562,50S ribosomal protein L4	protein_or_peptide	0.022121566	Escherichia coli_562,50S ribosomal protein L30	protein_or_peptide	0.00655482	Escherichia coli_562,16S rRNA	rna	0.499690031	Escherichia coli_562,30S ribosomal protein S10	protein_or_peptide	0.011755597	Escherichia coli_562,30S ribosomal protein S4	protein_or_peptide	0.023514199	Escherichia coli_562,50S ribosomal protein L34	protein_or_peptide	0.005397463	Escherichia coli_562,30S ribosomal protein S21	protein_or_peptide	0.008524039	Escherichia coli_562,30S ribosomal protein S14	protein_or_peptide	0.01160656	Escherichia coli_562,50S ribosomal protein L25	protein_or_peptide	0.010713465	Escherichia coli_562,DNA-directed RNA polymerase subunit omega	protein_or_peptide	0.010249547	Escherichia coli_562,30S ribosomal protein S11	protein_or_peptide	0.013870975	Escherichia coli_562,30S ribosomal protein S15	protein_or_peptide	0.010290816	Escherichia coli_562,50S ribosomal protein L13	protein_or_peptide	0.016050606	Escherichia coli_562,50S ribosomal protein L31	protein_or_peptide	0.007887117	Escherichia coli_562,30S ribosomal protein S5	protein_or_peptide	0.017629398	Escherichia coli_562,E-site and P-site tRNA (fMet)	rna	0.024496617	Escherichia coli_562,50S ribosomal protein L5	protein_or_peptide	0.020333611	Escherichia coli_562,50S ribosomal protein L16	protein_or_peptide	0.015312269	Escherichia coli_562,30S ribosomal protein S20	protein_or_peptide	0.009708464	Escherichia coli_562,NT DNA	dna	0.01104211	synthetic construct_32630,30S ribosomal protein S13	protein_or_peptide	0.013128467	Escherichia coli_562,T DNA	dna	0.010956012	synthetic construct_32630,50S ribosomal protein L32	protein_or_peptide	0.006463445	Escherichia coli_562,30S ribosomal protein S3	protein_or_peptide	0.026031316	Escherichia coli_562,50S ribosomal protein L19	protein_or_peptide	0.013159278	Escherichia coli_562,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.03655868	Escherichia coli_562,30S ribosomal protein S12	protein_or_peptide	0.013768157	Escherichia coli_562,30S ribosomal protein S6	protein_or_peptide	0.015727512	Escherichia coli_562,Escherichia coli transcription-translation complex C5 (TTC-C5) containing mRNA with a 21 nt long spacer\, NusG\, and fMet-tRNAs at E-site and P-site	complex_supramolecule		Escherichia coli_562,30S ribosomal protein S7	protein_or_peptide	0.020055156	Escherichia coli_562,50S ribosomal protein L6	protein_or_peptide	0.018932791	Escherichia coli_562,30S ribosomal protein S19	protein_or_peptide	0.010455355	Escherichia coli_562,DNA-directed RNA polymerase subunit beta'	protein_or_peptide	0.155366781	Escherichia coli_562,50S ribosomal protein L28	protein_or_peptide	0.009027551	Escherichia coli_562,50S ribosomal protein L21	protein_or_peptide	0.011586374	Escherichia coli_562,50S ribosomal protein L36	protein_or_peptide	0.00437739	Escherichia coli_562,30S ribosomal protein S17	protein_or_peptide	0.009724491	Escherichia coli_562","P02413,P0A7U7,P0AG67,P0A7V3,P0ADZ0,P0A7U3,P0ADY7,P0AG44,P02358,P0A7P5,P0AG63,P0A7M6,P0A7X3,P0A7Z4,P0A7R5,P0A7R9,P60723,P0A7S9,P61175,P0C018,P0A7V0,P60624,P0A7W1,P0A7S3,P02359,P0A7L3,P0AG48,P0A7M2,P0A7K6,P0A800,P0AFG0,P60422,P0A7Q1,P0AG55,P68919,P0A7W7,P68679,P0AG51,P0A7N4,P0AA10,P0AG59,P0A7N9,P62399,P0A8T7,P0A7Q6,P0A7T3,P0ADY3,P0ADZ4,P0A7V8,P0A7M9,P0A7R1,P0A7L8,P60438,P0A7T7","RIBOSOME,TRANSCRIPTION/TRANSLATION",0.034
Escherichia coli transcription-translation complex D2 (TTC-D2) containing mRNA with a 27 nt long spacer,8.9,EMD-21483,6vz3,"50S ribosomal protein L5	protein_or_peptide	0.020073234	Escherichia coli_562,30S ribosomal protein S6	protein_or_peptide	0.012125993	Escherichia coli_562,Escherichia coli transcription-translation complex D2 (TTC-D2) containing mRNA with a 27 nt long spacer\, NusG\, and fMet-tRNAs at E-site and P-site	complex_supramolecule		Escherichia coli_562,30S ribosomal protein S4	protein_or_peptide	0.023383002	Escherichia coli_562,30S ribosomal protein S9	protein_or_peptide	0.014554882	Escherichia coli_562,50S ribosomal protein L29	protein_or_peptide	0.007155267	Escherichia coli_562,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150820875	Escherichia coli_562,30S ribosomal protein S18	protein_or_peptide	0.007734896	Escherichia coli_562,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150436344	Escherichia coli_562,50S ribosomal protein L22	protein_or_peptide	0.012253359	Escherichia coli_562,50S ribosomal protein L31	protein_or_peptide	0.007516693	Escherichia coli_562,5S rRNA	rna	0.03879009	Escherichia coli_562,30S ribosomal protein S10	protein_or_peptide	0.011254041	Escherichia coli_562,T DNA	dna	0.008155232	synthetic construct_32630,50S ribosomal protein L23	protein_or_peptide	0.01066156	Escherichia coli_562,30S ribosomal protein S16	protein_or_peptide	0.009207572	Escherichia coli_562,E-site tRNA (fMet)	rna	0.024496617	Escherichia coli_562,50S ribosomal protein L3	protein_or_peptide	0.022277535	Escherichia coli_562,NT DNA	dna	0.012359141	synthetic construct_32630,ZINC ION	ligand	6.5409e-05,30S ribosomal protein S2	protein_or_peptide	0.025072867	Escherichia coli_562,50S ribosomal protein L9	protein_or_peptide	0.01578902	Escherichia coli_562,MAGNESIUM ION	ligand	2.4305e-05,30S ribosomal protein S7	protein_or_peptide	0.016861523	Escherichia coli_562,50S ribosomal protein L15	protein_or_peptide	0.015008471	Escherichia coli_562,50S ribosomal protein L19	protein_or_peptide	0.013028082	Escherichia coli_562,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.025497023	Escherichia coli_562,50S ribosomal protein L4	protein_or_peptide	0.022121566	Escherichia coli_562,30S ribosomal protein S20	protein_or_peptide	0.009577268	Escherichia coli_562,30S ribosomal protein S11	protein_or_peptide	0.0124872	Escherichia coli_562,30S ribosomal protein S5	protein_or_peptide	0.016475037	Escherichia coli_562,50S ribosomal protein L20	protein_or_peptide	0.013396828	Escherichia coli_562,50S ribosomal protein L34	protein_or_peptide	0.005397463	Escherichia coli_562,30S ribosomal protein S15	protein_or_peptide	0.010159621	Escherichia coli_562,50S ribosomal protein L24	protein_or_peptide	0.011208054	Escherichia coli_562,50S ribosomal protein L25	protein_or_peptide	0.010713465	Escherichia coli_562,30S ribosomal protein S13	protein_or_peptide	0.012868091	Escherichia coli_562,30S ribosomal protein S12	protein_or_peptide	0.013683053	Escherichia coli_562,mRNA in the ribosomal RNA entrance pore	rna	0.00087354	Escherichia coli_562,50S ribosomal protein L30	protein_or_peptide	0.006423625	Escherichia coli_562,50S ribosomal protein L13	protein_or_peptide	0.016050606	Escherichia coli_562,16S rRNA	rna	0.497240844	Escherichia coli_562,50S ribosomal protein L16	protein_or_peptide	0.015312269	Escherichia coli_562,50S ribosomal protein L32	protein_or_peptide	0.006332249	Escherichia coli_562,30S ribosomal protein S8	protein_or_peptide	0.014015361	Escherichia coli_562,50S ribosomal protein L2	protein_or_peptide	0.029663244	Escherichia coli_562,Transcription termination/antitermination protein NusG	protein_or_peptide	0.012925917	Escherichia coli_562,30S ribosomal protein S3	protein_or_peptide	0.023248994	Escherichia coli_562,DNA-directed RNA polymerase subunit omega	protein_or_peptide	0.009362485	Escherichia coli_562,30S ribosomal protein S17	protein_or_peptide	0.009263946	Escherichia coli_562,23S rRNA	rna	0.94126925	Escherichia coli_562,30S ribosomal protein S1	protein_or_peptide	0.038487602	Escherichia coli_562,30S ribosomal protein S14	protein_or_peptide	0.011475364	Escherichia coli_562,50S ribosomal protein L17	protein_or_peptide	0.013592823	Escherichia coli_562,mRNA with 27 nt long spacer	rna	0.005196096	synthetic construct_32630,50S ribosomal protein L35	protein_or_peptide	0.007181835	Escherichia coli_562,50S ribosomal protein L33	protein_or_peptide	0.006057179	Escherichia coli_562,30S ribosomal protein S21	protein_or_peptide	0.008392844	Escherichia coli_562,30S ribosomal protein S19	protein_or_peptide	0.009421018	Escherichia coli_562,50S ribosomal protein L18	protein_or_peptide	0.012663471	Escherichia coli_562,50S ribosomal protein L36	protein_or_peptide	0.00437739	Escherichia coli_562,50S ribosomal protein L6	protein_or_peptide	0.018672418	Escherichia coli_562,50S ribosomal protein L27	protein_or_peptide	0.008275498	Escherichia coli_562,50S ribosomal protein L28	protein_or_peptide	0.008896354	Escherichia coli_562,50S ribosomal protein L21	protein_or_peptide	0.011586374	Escherichia coli_562,50S ribosomal protein L14	protein_or_peptide	0.013565067	Escherichia coli_562","P02413,P0A7U7,P0AG67,P0A7V3,P0ADZ0,P0A7U3,P0ADY7,P0AG44,P02358,P0A7P5,P0AG63,P0A7M6,P0A7X3,P0A7Z4,P0A7R5,P0A7R9,P60723,P0A7S9,P61175,P0C018,P0A7V0,P60624,P0A7W1,P0A7S3,P02359,P0A7L3,P0AG48,P0A7M2,P0A7K6,P0A800,P0AFG0,P60422,P0A7Q1,P0AG55,P68919,P0A7W7,P68679,P0AG51,P0A7N4,P0AA10,P0AG59,P0A7N9,P62399,P0A8T7,P0A7Q6,P0A7T3,P0ADY3,P0ADZ4,P0A7V8,P0A7M9,P0A7R1,P0A7L8,P60438,P0A7T7","RIBOSOME,TRANSCRIPTION/TRANSLATION",0.036
Electron cryo-microscopy of an ErmBL-stalled E. coli 70S ribosome,6.6,EMD-5771,3j5l,"ErmBL-stalled E. coli 70S ribosome	sample_supramolecule	,ErmBL-stalled 70S ribosome	complex_supramolecule		Escherichia coli_562",,RIBOSOME/ANTIBIOTIC,0.247
RsgA-30S ribosomal subunit-GMPPNP complex,9.8,EMD-1884,2ykr,"RsgA-30S ribosome-GMPPNP complex	sample_supramolecule	0.8,RsgA	protein_or_peptide		Escherichia coli_562,Guanylyl Imidodiphosphate	ligand		unidentified_32644,30S ribosome	complex_supramolecule		Escherichia coli DH5[alpha]_668369",P39286,RIBOSOME/HYDROLASE,0.153
The cryo-EM structure of YjeQ bound to the 30S subunit suggests a fidelity checkpoint function for this protein in ribosome assembly,5.8,EMD-8621,5uz4,"30S ribosomal protein S9	protein_or_peptide	0.01488627	Escherichia coli_562,30S ribosomal protein S18	protein_or_peptide	0.009005472	Escherichia coli_562,30S ribosomal protein S2	protein_or_peptide	0.02678167	Escherichia coli_562,30S ribosomal protein S8	protein_or_peptide	0.014146557	Escherichia coli_562,Small ribosomal subunit biogenesis GTPase RsgA	protein_or_peptide	0.037345172	Escherichia coli_562,30S ribosomal protein S16	protein_or_peptide	0.009207572	Escherichia coli_562,3'-O-(N-methylanthraniloyl)-beta:gamma-imidoguanosine-5'-triphosphate	ligand	0.000655343,ZINC ION	ligand	6.5409e-05,30S ribosomal protein S15	protein_or_peptide	0.010319882	Escherichia coli_562,30S ribosomal protein S6	protein_or_peptide	0.015211058	Escherichia coli_562,30S ribosomal protein S10	protein_or_peptide	0.011755597	Escherichia coli_562,30S ribosomal protein S4	protein_or_peptide	0.023514199	Escherichia coli_562,30S ribosomal protein S14	protein_or_peptide	0.01160656	Escherichia coli_562,30S ribosomal protein S11	protein_or_peptide	0.013870975	Escherichia coli_562,30S ribosomal protein S5	protein_or_peptide	0.017629398	Escherichia coli_562,30S ribosomal protein S20	protein_or_peptide	0.009708464	Escherichia coli_562,30S ribosomal protein S13	protein_or_peptide	0.013128467	Escherichia coli_562,30S ribosomal protein S3	protein_or_peptide	0.026031316	Escherichia coli_562,30S ribosomal protein S12	protein_or_peptide	0.013768157	Escherichia coli_562,Structure of the 30S subunit in complex with YjeQ GTPase	complex_supramolecule		Escherichia coli_562,16S RIBOSOMAL RNA	rna	0.494971188	Escherichia coli_562,30S ribosomal protein S7	protein_or_peptide	0.020055156	Escherichia coli_562,30S ribosomal protein S19	protein_or_peptide	0.010455355	Escherichia coli_562,30S ribosomal protein S17	protein_or_peptide	0.009724491	Escherichia coli_562","P0A7U7,P0A7V3,P0A7U3,P02358,P0AG63,P0A7X3,P0A7R5,P0A7R9,P0A7S9,P0A7W1,P0A7S3,P0A7V0,P02359,P39286,P0A7W7,P0AG59,P0A7T3,P0ADZ4,P0A7V8,P0A7T7",RIBOSOME/Hydrolase,0.232
Structure of the SecY protein translocation channel in action,9.5,EMD-5692,3j45,"non-translating 70S ribosome	complex_supramolecule	2.4	Escherichia coli_562,E. coli 70S ribosome with recombinant E. coli SecYEG	sample_supramolecule	2.5,SecYEG	protein_or_peptide	0.0734	Escherichia coli_562",,RIBOSOME/PROTEIN TRANSPORT,0.103
Structure of the SecY protein translocation channel in action,9,EMD-5691,4v4n,"non-translating 70S ribosome	complex_supramolecule	2.5	Methanocaldococcus jannaschii_2190,SecYEbeta	protein_or_peptide	0.0618	Methanocaldococcus jannaschii_2190,Methanococcus jannaschii 70S ribosome-SecYEbeta complex	sample_supramolecule	2.6,transfer RNA	rna	0.025	Methanocaldococcus jannaschii_2190",,RIBOSOME/PROTEIN TRANSPORT,0.124
Structure of the ribosome-SecYE complex in  the membrane environment,7.1,EMD-1858,4v6m,"An active E.coli SecYEG complex embedded in a lipid bilayer (Nanodisc)\, bound to a translating E.coli ribosome	sample_supramolecule	2.7,Nd-SecYEG	ligand		Escherichia coli_562,70S ribosome nascent chain complex	complex_supramolecule	2.7	Escherichia coli_562",,RIBOSOME/RIBOSOMAL PROTEIN,0.145
Cryo-EM structures of ribosomal 80S complexes with termination factors and cricket paralysis virus IRES reveal the IRES in the translocated state,8.7,EMD-2810,"4d5n,4d5l,4d5y","eukaryoric release factor 1	protein_or_peptide	0.05	Homo sapiens_9606,80S ribosome	complex_supramolecule	4.5	Oryctolagus cuniculus_9986,Ribosomal 80S termination complex with CrPV IRES-RNA and eRF1	sample_supramolecule	4.5,Cricket paralysis virus IRES RNA	rna		Cricket paralysis virus_12136",P62495,RIBOSOME/RNA,0.113
"Escherichia coli transcription-translation complex C4 (TTC-C4) containing mRNA with a 21 nt long spacer, transcription factor NusG, and fMet-tRNAs at P-site and E-site",9.9,EMD-21475,6vyx,"50S ribosomal protein L23	protein_or_peptide	0.01122216	Escherichia coli_562,30S ribosomal protein S1	protein_or_peptide	0.061238887	Escherichia coli_562,30S ribosomal protein S9	protein_or_peptide	0.01488627	Escherichia coli_562,50S ribosomal protein L35	protein_or_peptide	0.007313032	Escherichia coli_562,mRNA with 21 nt long spacer	rna	0.005196096	synthetic construct_32630,30S ribosomal protein S18	protein_or_peptide	0.009005472	Escherichia coli_562,30S ribosomal protein S2	protein_or_peptide	0.02678167	Escherichia coli_562,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150820875	Escherichia coli_562,NT DNA	dna	0.008281355	synthetic construct_32630,50S ribosomal protein L29	protein_or_peptide	0.007286464	Escherichia coli_562,mRNA in the ribosomal RNA entrance pore	rna	0.00087354	synthetic construct_32630,50S ribosomal protein L22	protein_or_peptide	0.012253359	Escherichia coli_562,50S ribosomal protein L20	protein_or_peptide	0.013528024	Escherichia coli_562,5S rRNA	rna	0.03879009	Escherichia coli_562,T DNA	dna	0.008155232	synthetic construct_32630,30S ribosomal protein S8	protein_or_peptide	0.014146557	Escherichia coli_562,30S ribosomal protein S16	protein_or_peptide	0.009207572	Escherichia coli_562,50S ribosomal protein L33	protein_or_peptide	0.006388631	Escherichia coli_562,50S ribosomal protein L3	protein_or_peptide	0.022277535	Escherichia coli_562,23S rRNA	rna	0.941635438	Escherichia coli_562,ZINC ION	ligand	6.5409e-05,50S ribosomal protein L9	protein_or_peptide	0.01578902	Escherichia coli_562,Transcription termination/antitermination protein NusG	protein_or_peptide	0.020560523	Escherichia coli_562,50S ribosomal protein L27	protein_or_peptide	0.00914654	Escherichia coli_562,MAGNESIUM ION	ligand	2.4305e-05,50S ribosomal protein L15	protein_or_peptide	0.015008471	Escherichia coli_562,50S ribosomal protein L18	protein_or_peptide	0.012794668	Escherichia coli_562,50S ribosomal protein L2	protein_or_peptide	0.029923619	Escherichia coli_562,50S ribosomal protein L24	protein_or_peptide	0.01133925	Escherichia coli_562,50S ribosomal protein L4	protein_or_peptide	0.022121566	Escherichia coli_562,50S ribosomal protein L30	protein_or_peptide	0.00655482	Escherichia coli_562,16S rRNA	rna	0.499690031	Escherichia coli_562,30S ribosomal protein S10	protein_or_peptide	0.011755597	Escherichia coli_562,30S ribosomal protein S4	protein_or_peptide	0.023514199	Escherichia coli_562,50S ribosomal protein L34	protein_or_peptide	0.005397463	Escherichia coli_562,30S ribosomal protein S21	protein_or_peptide	0.008524039	Escherichia coli_562,30S ribosomal protein S14	protein_or_peptide	0.01160656	Escherichia coli_562,50S ribosomal protein L25	protein_or_peptide	0.010713465	Escherichia coli_562,DNA-directed RNA polymerase subunit omega	protein_or_peptide	0.010249547	Escherichia coli_562,30S ribosomal protein S11	protein_or_peptide	0.013870975	Escherichia coli_562,30S ribosomal protein S15	protein_or_peptide	0.010290816	Escherichia coli_562,50S ribosomal protein L13	protein_or_peptide	0.016050606	Escherichia coli_562,50S ribosomal protein L31	protein_or_peptide	0.007887117	Escherichia coli_562,30S ribosomal protein S5	protein_or_peptide	0.017629398	Escherichia coli_562,E-site and P-site tRNA (fMet)	rna	0.024496617	Escherichia coli_562,DNA-directed RNA polymerase subunit beta'	protein_or_peptide	0.155398859	Escherichia coli_562,50S ribosomal protein L5	protein_or_peptide	0.020333611	Escherichia coli_562,30S ribosomal protein S20	protein_or_peptide	0.009708464	Escherichia coli_562,50S ribosomal protein L16	protein_or_peptide	0.015312269	Escherichia coli_562,30S ribosomal protein S13	protein_or_peptide	0.013128467	Escherichia coli_562,50S ribosomal protein L17	protein_or_peptide	0.013592823	Escherichia coli_562,50S ribosomal protein L32	protein_or_peptide	0.006463445	Escherichia coli_562,30S ribosomal protein S3	protein_or_peptide	0.026031316	Escherichia coli_562,50S ribosomal protein L19	protein_or_peptide	0.013159278	Escherichia coli_562,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.03655868	Escherichia coli_562,30S ribosomal protein S12	protein_or_peptide	0.013768157	Escherichia coli_562,30S ribosomal protein S6	protein_or_peptide	0.015727512	Escherichia coli_562,Escherichia coli transcription-translation complex C4 (TTC-C4) containing mRNA with a 21 nt long spacer\, transcription factor NusG\, and fMet-tRNAs at P-site and E-site	complex_supramolecule		Escherichia coli_562,30S ribosomal protein S7	protein_or_peptide	0.020055156	Escherichia coli_562,50S ribosomal protein L6	protein_or_peptide	0.018932791	Escherichia coli_562,30S ribosomal protein S19	protein_or_peptide	0.010455355	Escherichia coli_562,50S ribosomal protein L36	protein_or_peptide	0.00437739	Escherichia coli_562,50S ribosomal protein L28	protein_or_peptide	0.009027551	Escherichia coli_562,50S ribosomal protein L21	protein_or_peptide	0.011586374	Escherichia coli_562,50S ribosomal protein L14	protein_or_peptide	0.013565067	Escherichia coli_562,30S ribosomal protein S17	protein_or_peptide	0.009724491	Escherichia coli_562","P02413,P0A7U7,P0AG67,P0A7V3,P0ADZ0,P0A7U3,P0ADY7,P0AG44,P02358,P0A7P5,P0AG63,P0A7M6,P0A7X3,P0A7Z4,P0A7R5,P0A7R9,P60723,P0A7S9,P61175,P0C018,P0A7V0,P60624,P0A7W1,P0A7S3,P02359,P0A7L3,P0AG48,P0A7M2,P0A7K6,P0A800,P0AFG0,P60422,P0A7Q1,P0AG55,P68919,P0A7W7,P68679,P0AG51,P0A7N4,P0AA10,P0AG59,P0A7N9,P62399,P0A8T7,P0A7Q6,P0A7T3,P0ADY3,P0ADZ4,P0A7V8,P0A7M9,P0A7R1,P0A7L8,P60438,P0A7T7",Ribosome/transcription/translation,0.031
