emdb_id,title,resolution,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD
EMD-16509,Cryo-EM captures early ribosome assembly in action,6.62,8c9c,"P61175,P60624,P0A7M6","P61175,P60624,P0A7M6"
EMD-16508,Cryo-EM captures early ribosome assembly in action,5.9,8c9b,"P61175,P60624,P0A7P5,P0A7M6,P60723","P61175,P60624,P0A7P5,P0A7M6,P60723"
EMD-29213,Cryo-EM structure of E. coli RNA polymerase Elongation complex in the Transcription-Translation Complex (RNAP in an anti-swiveled conformation),7.3,8fiy,"P0A8T7,P0A7Z4,P0A8V2","P0A8T7,P0A7Z4,P0A8V2"
EMD-16226,Giardia Ribosome in PRE-T Classical State (C),6.49,8bsj,"A8B6M8,A8BH61,A8B4G0,A8BKK5,V6T9I6,A8BRZ3,A8BKC6,A0A644EZB9,A8BZ78,A0A644F843,A8B2Q4,A8BLV7,A8BKS8,A8BMP6,A8BT38,A8B1T3,A8BYA6,A8B7H8,A8BVU0,E2RU47,A8B4F3,A8B252,A8BLL7,A8BU75,A0A644F5K9,A8B8Z6,A8B481,A8BT04,A8BM86,A8BZD3,E2RU77,A8BI95,A8BRG5,A8BFT3,A8BZ58,A8B593,A8BMZ1,A8BMD9,A8B484,A8BBP3,A8BN26,V6TX21,A8B7H6,A8BQZ7,Q76KS3,A8BRY6,A8B8H7,A8B7P2,A8BXE1,A8BFE3,A8BS37,A0A644F964,A8BYY2,E2RTN4,A8B5N7,A8BE76,A8B6L8,A8BMP3,A0A644FB74,A8B4T7,A8B8Z2,A8BNT5,A8B4F8,A8BE02,A8BRX3,A8BQU8","A8B6M8,A8BH61,A8B4G0,A8BKK5,V6T9I6,A8BRZ3,A8BKC6,A0A644EZB9,A8BZ78,A0A644F843,A8B2Q4,A8BLV7,A8BKS8,A8BMP6,A8BT38,A8B1T3,A8BYA6,A8B7H8,A8BVU0,E2RU47,A8B4F3,A8B252,A8BLL7,A8BU75,A0A644F5K9,A8B8Z6,A8B481,A8BT04,A8BM86,A8BZD3,E2RU77,A8BI95,A8BRG5,A8BFT3,A8BZ58,A8B593,A8BMZ1,A8BMD9,A8B484,A8BBP3,A8BN26,V6TX21,A8B7H6,A8BQZ7,Q76KS3,A8BRY6,A8B8H7,A8B7P2,A8BXE1,A8BFE3,A8BS37,A0A644F964,A8BYY2,E2RTN4,A8B5N7,A8BE76,A8B6L8,A8BMP3,A0A644FB74,A8B4T7,A8B8Z2,A8BNT5,A8B4F8,A8BE02,A8BRX3,A8BQU8"
EMD-27973,Erwinia amylovora 70S Ribosome,8.9,,,
EMD-16556,21S ribosomal precursors induced by heat shock.,6.1,,,
EMD-16451,Subtomogram average of the T. kivui 70S ribosome in situ,7.04,,,
EMD-29056,Structure of iSAT large ribosomal subunit assembly intermediate - Class B1,7.0,,,
EMD-29058,Structure of iSAT large ribosomal subunit assembly intermediate - Class C1,6.5,,,
EMD-29057,Structure of iSAT large ribosomal subunit assembly intermediate - Class G1,8.8,,,
EMD-29060,Structure of iSAT large ribosomal subunit assembly intermediate - Class C3,5.2,,,
EMD-29042,Structure of iSAT large ribosomal subunit assembly intermediate - Class B2,6.0,,,
EMD-29066,Structure of iSAT large ribosomal subunit assembly intermediate - Class E5,5.2,,,
EMD-29061,Structure of iSAT large ribosomal subunit assembly intermediate - Class C4,6.6,,,
EMD-29065,Structure of iSAT large ribosomal subunit assembly intermediate - Class E4,5.7,,,
EMD-29063,Structure of iSAT large ribosomal subunit assembly intermediate - Class E2,5.8,,,
EMD-29064,Structure of iSAT large ribosomal subunit assembly intermediate - Class E3,5.1,,,
EMD-29062,Structure of iSAT large ribosomal subunit assembly intermediate - Class E1,6.6,,,
EMD-15018,Translating 80S ribosome from HeLa cell lysate,7.7,,,
EMD-16162,E.coli 70S ribosome subtomogram average from singleshot acquisition on mixed Ribosome-Proteasome sample,7.8,,,
EMD-16165,E.coli 70S ribosome subtomogram average from multishot acquisition on mixed Ribosome-Proteasome sample,8.3,,,
EMD-15810,"In situ Dictyostelium discoideum 80S ribosome with eEF1A, A/T-tRNA and P-tRNA bound",6.9,,,
EMD-15815,"In situ Dictyostelium discoideum 80S ribosome with eEF2, aa/P-tRNA and P/E-tRNA bound",9.8,,,
EMD-15812,In situ Dictyostelium discoideum 80S ribosome with A-tRNA and P-tRNA bound,7.6,,,
EMD-15843,In situ Dictyostelium discoideum 80S ribosome with eEF2 bound (substate1),8.6,,,
EMD-14929,"Yeast RNA polymerase II transcription pre-initiation complex with the +1 nucleosome and NTP, complex C",6.6,7zsb,"P20434,P41895,Q00578,Q3E7C1,P62799,P16370,P29055,Q04673,P04050,P08518,P20435,P06839,P36145,P06897,P02281,P34087,P22139,P84233,P38902,P36100,Q02939,P32776,P40422,P32773,P13393,P41896,P27999,Q12004,P32774,P20436,P20433","P20434,P41895,Q00578,Q3E7C1,P62799,P16370,P29055,Q04673,P04050,P08518,P20435,P06839,P36145,P06897,P02281,P34087,P22139,P84233,P38902,P36100,Q02939,P32776,P40422,P32773,P13393,P41896,P27999,Q12004,P32774,P20436,P20433"
EMD-14426,Subtomogram average of well-aligned 80S ribosomes from tomograms acquired on cryo-FIB-lamellae of S. pombe,9.4,,,
EMD-14418,Subtomogram average of well-aligned 80S ribosomes from tomograms acquired on cryo-FIB-lamellae of S. pombe,9.3,,,
EMD-15658,Local refined map of Fap1-arm and Yil161w/Smu2 of yeast FAP-80S complex in rotated state.,5.8,,,
EMD-13975,Neuronal RNA granules are ribosome complexes stalled at the pre-translocation state,5.5,,,
EMD-27864,"Escherichia coli Rho-dependent transcription pre-termination complex containing 18 nt long RNA spacer, Mg-ADP-BeF3, and NusG; TEC part",6.5,8e3f,"P0A8T7,P0A7Z4,P0AFG0,P0A800","P0A8T7,P0A7Z4,P0AFG0,P0A800"
EMD-25359,In situ subtomogram average of the APEC2248 70S ribosome,8.53,,,
EMD-25556,Map of wt IRES eIF5B-containing 48S initiation complex with IRES domain II in position 12. Structure 27(wt),5.3,,,
EMD-25553,Map of wt IRES eIF5B-containing 48S initiation complex with IRES domain II in position 9. Structure 24(wt),5.2,,,
EMD-25557,Map of wt IRES eIF5B-containing 48S initiation complex with IRES domain II in position 13. Structure 28(wt),6.2,,,
EMD-25555,Map of wt IRES eIF5B-containing 48S initiation complex with IRES domain II in position 11. Structure 26(wt),6.0,,,
EMD-25552,Map of wt IRES eIF5B-containing 48S initiation complex with IRES domain II in position 8. Structure 23(wt),5.4,,,
EMD-25551,Map of wt IRES eIF5B-containing 48S initiation complex with IRES domain II in position 7. Structure 22(wt),5.0,,,
EMD-32991,Cryo-EM structure of RAC in the State C2 RNC-RAC complex,6.0,7x3k,"P38788,P32527","P38788,P32527"
EMD-13958,Structure of the SmrB-bound E. coli disome - collided 70S ribosome,5.7,7qgr,"P68679,P0A7N9,P0A7T3,P68919,P0A7Q1,P02359,P0A7M2,P0A7V3,P0A7U7,P02413,P62399,P0A7R5,P02358,P0A7P5,P0ADY7,P0C018,P0AG55,P0ADY3,Q6KCY1,P0A7N4,P0AA10,P61175,P60624,P0AG51,P0A7J7,P0A7M6,P0A7L3,P0AG48,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7K6,P60422","P68679,P0A7N9,P0A7T3,P68919,P0A7Q1,P02359,P0A7M2,P0A7V3,P0A7U7,P02413,P62399,P0A7R5,P02358,P0A7P5,P0ADY7,P0C018,P0AG55,P0ADY3,Q6KCY1,P0A7N4,P0AA10,P61175,P60624,P0AG51,P0A7J7,P0A7M6,P0A7L3,P0AG48,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7K6,P60422"
EMD-12828,"E. coli 50S ribosome LiCl core particle, class 1-1",9.4,,,
EMD-12829,"E. coli 50S ribosome LiCl core particle, class 1-2",9.22,,,
EMD-12832,"E. coli 50S ribosome LiCl core particle, class 3-1",6.31,,,
EMD-12830,"E. coli 50S ribosome LiCl core particle, class 2-1",7.61,,,
EMD-12844,"E. coli 50S ribosome LiCl core particle, class 6",9.22,,,
EMD-13272,70S ribosome with P- and E-site tRNAs in Mycoplasma pneumoniae cells,9.5,7pah,"P75543,Q50310,Q50301,P75550,P75545,Q59547,Q50305,Q50308,P75179,P75576,P75577,P75579,P75237,P78026,P75581,P75540,P75133,P75173,P57079,P78020,P75560,Q50297,P78015,Q50296,Q50309,P75131,Q50304,P75447,Q50302,P75578,Q50300,P41205,P75171,P78006,P75575,P75458,P75238,P75240,P52864,P75580,P41204,P75541,P46775,Q50303,P75178,Q50306,P78023,Q50307,P75546","P75543,Q50310,Q50301,P75550,P75545,Q59547,Q50305,Q50308,P75179,P75576,P75577,P75579,P75237,P78026,P75581,P75540,P75133,P75173,P57079,P78020,P75560,Q50297,P78015,Q50296,Q50309,P75131,Q50304,P75447,Q50302,P75578,Q50300,P41205,P75171,P78006,P75575,P75458,P75238,P75240,P52864,P75580,P41204,P75541,P46775,Q50303,P75178,Q50306,P78023,Q50307,P75546"
EMD-33116,Subtomogram average of 70S ribosome (50S aligned),5.8,,,
EMD-33117,Subtomogram average of 70S ribosome (30S aligned),6.5,,,
EMD-33118,In situ subtomogram average of 80S ribosome,8.2,,,
EMD-13961,Structure of the B. subtilis disome - collided 70S ribosome,5.45,7qh4,A0A063X741,A0A063X741
EMD-14159,Cryo-EM reconstruction of the Bacillus subtilis MutS2-collided disome complex (MutS2 conf.2; Leading 70S),5.14,7qv3,"P12877,P21471,P46899,P42921,P21465,P70974,P21470,P21472,P20282,P55874,P21475,P21476,P19946,P12879,P20277,P21477,P21466,P20278,P94545,P05647,P21468,P12874,P14577,P56849,P12873,O34687,P0CI78,P37807,P21474,Q03223,P21467,P19947,P21473,P26908,P42920,P05657,P37437,P46898,P12878,O31742,P12875,P21469,P55873,P42060,P42919,P42924,P21478,P04969","P12877,P21471,P46899,P42921,P21465,P70974,P21470,P21472,P20282,P55874,P21475,P21476,P19946,P12879,P20277,P21477,P21466,P20278,P94545,P05647,P21468,P12874,P14577,P56849,P12873,O34687,P0CI78,P37807,P21474,Q03223,P21467,P19947,P21473,P26908,P42920,P05657,P37437,P46898,P12878,O31742,P12875,P21469,P55873,P42060,P42919,P42924,P21478,P04969"
EMD-14156,Cryo-EM reconstruction of the Bacillus subtilis MutS2-collided disome complex (MutS2 conf.1; Leading 70S),5.68,,,
EMD-13929,80S-bound human SKI complex in the open state,6.5,7qe0,Q15477,Q15477
EMD-24673,E. coli bL17-limitation ribosome assembly intermediate #30,6.6,,,
EMD-24671,E. coli bL17-limitation ribosome assembly intermediate #1,8.9,,,
EMD-24659,E. coli bL17-limitation ribosome assembly intermediate #33,9.8,,,
EMD-24669,E. coli bL17-limitation ribosome assembly intermediate #31,8.5,,,
EMD-24661,E. coli bL17-limitation ribosome assembly intermediate #34,7.1,,,
EMD-24543,E. coli bL17-limitation ribosome assembly intermediate #37,8.3,,,
EMD-24521,E. coli bL17-limitation ribosome assembly intermediate #22,7.1,,,
EMD-24527,E. coli bL17-limitation ribosome assembly intermediate #40,8.6,,,
EMD-24517,E. coli bL17-limitation ribosome assembly intermediate #21,5.4,,,
EMD-24510,E. coli bL17-limitation ribosome assembly intermediate #9,7.4,,,
EMD-24515,E. coli bL17-limitation ribosome assembly intermediate #8,7.6,,,
EMD-24633,E. coli bL17-limitation ribosome assembly intermediate #5,7.2,,,
EMD-24627,E. coli bL17-limitation ribosome assembly intermediate #10,9.3,,,
EMD-24631,E. coli bL17-limitation ribosome assembly intermediate #4,6.3,,,
EMD-24571,E. coli bL17-limitation ribosome assembly intermediate #12,9.9,,,
EMD-24568,E. coli bL17-limitation ribosome assembly intermediate #3,9.8,,,
EMD-24509,E. coli bL17-limitation ribosome assembly intermediate #27,6.6,,,
EMD-24508,E. coli bL17-limitation ribosome assembly intermediate #17,8.7,,,
EMD-24499,E. coli bL17-limitation ribosome assembly intermediate #15,7.0,,,
EMD-24491,bL17-depleted large ribosome assembly intermediate #20,7.9,,,
EMD-24492,E. coli bL17-limitation ribosome assembly intermediate #16,7.1,,,
EMD-24555,E. coli bL17-limitation ribosome assembly intermediate #41,8.9,,,
EMD-24550,E. coli bL17-limitation ribosome assembly intermediate #41,9.0,,,
EMD-24546,E. coli bL17-limitation ribosome assembly intermediate #38,8.5,,,
EMD-24562,E. coli bL17-limitation ribosome assembly intermediate #29,6.1,,,
EMD-24558,E. coli bL17-limitation ribosome assembly intermediate #19,9.2,,,
EMD-24563,E. coli bL17-limitation ribosome assembly intermediate #25,5.7,,,
EMD-24564,E. coli bL17-limitation ribosome assembly intermediate #26,7.0,,,
EMD-24559,E. coli bL17-limitation ribosome assembly intermediate #18,6.6,,,
EMD-13460,Structure of the 70S ribosome with tRNAs in hybrid state 2 (H2),9.5,7pju,"F4VJV2,P0A7N9,A0A7U9AQU6,A0A557R400,D8A1L7,A0A4P8BWQ5,F4VJV9,I2WEU5,P0A7Q1,V0SH91,F4T4K4,F4VJU9,P0A7Q6,D7XN42,B7LHZ5,A0A7U9BIE1,A0A4P8C0R3,U9XX47,D6HZV3,I2WZF6,E3PKX8,A0A507WWI7,I2X0M3,P02358,A0A037Y8L6,T6LJC9,A0A1X3KX01,D6I210,P0A7P5,L4V347,L4IYS1,A0A073UC57,A0A7U5LU31,A0A6D2XHZ3,S1ELC8,V6FXA4,A0A7U9B0M1,A0A7U9B009,H4LI22,H4JDM7,I2WET0,P0A7N4,A0A0E1M2F3,T9CL51,A0A7U9IWF1,A0A1X3IM74,A0A6C9U5I4,D8A920,L4V303,A0A7U4MMA1","F4VJV2,P0A7N9,A0A7U9AQU6,D8A1L7,A0A4P8BWQ5,F4VJV9,P0A7Q1,V0SH91,F4T4K4,F4VJU9,P0A7Q6,D7XN42,B7LHZ5,A0A7U9BIE1,A0A4P8C0R3,U9XX47,I2WZF6,E3PKX8,A0A507WWI7,I2X0M3,P02358,A0A037Y8L6,A0A1X3KX01,P0A7P5,L4IYS1,S1ELC8,A0A7U9B0M1,A0A7U9B009,P0A7N4,A0A0E1M2F3,A0A7U9IWF1,D8A920"
EMD-13463,Structure of the 70S-EF-G-GDP ribosome complex with tRNAs in hybrid state 1 (H1-EF-G-GDP),6.5,7pjx,"P0A7N9,P0A7Q1,P68919,P02359,P0A7Q6,P0A7M2,P0ADZ0,U9XX47,C3SR57,C3SQT7,P02413,P62399,C3SR12,C3SR27,P02358,C3TRH7,U9XYS4,C3SQR7,P0A7L8,P0A7P5,C3SRY2,P0ADY7,A0A073UC57,C3TPN2,P60438,P0C018,C3SR07,P0AG55,P0ADY3,C3SQX2,C3SFP7,C3SYP2,P0A7N4,C3SR62,P0AA10,P61175,P60624,P0AG51,C3SSQ7,C3SQW2,C3STZ7,P0A7J7,P0AG44,P0A7L3,P0AG48,P0A7M6,P0A7R1,P60723,C3SR52,P0A7K6,P60422,C3SQY7","P0A7N9,P0A7Q1,P68919,P02359,P0A7Q6,P0A7M2,P0ADZ0,U9XX47,C3SR57,C3SQT7,P02413,P62399,C3SR12,C3SR27,P02358,C3TRH7,U9XYS4,C3SQR7,P0A7L8,P0A7P5,C3SRY2,P0ADY7,C3TPN2,P60438,P0C018,C3SR07,P0AG55,P0ADY3,C3SQX2,C3SFP7,C3SYP2,P0A7N4,C3SR62,P0AA10,P61175,P60624,P0AG51,C3SSQ7,C3SQW2,C3STZ7,P0A7J7,P0AG44,P0A7L3,P0AG48,P0A7M6,P0A7R1,P60723,C3SR52,P0A7K6,P60422,C3SQY7"
EMD-13459,Structure of the 70S ribosome with tRNAs in hybrid state 1 (H1),6.0,7pjt,"P0A7N9,P0A7Q1,P68919,P02359,P0A7Q6,P0A7M2,P0ADZ0,U9XX47,C3SR57,C3SQT7,P02413,P62399,C3SR12,C3SR27,P02358,C3TRH7,C3SQR7,P0A7L8,P0A7P5,C3SRY2,P0ADY7,A0A073UC57,C3TPN2,P60438,P0C018,C3SR07,P0AG55,P0ADY3,C3SQX2,C3SFP7,C3SYP2,P0A7N4,C3SR62,P0AA10,P61175,P60624,P0AG51,C3SSQ7,C3SQW2,C3STZ7,P0A7J7,P0AG44,P0A7L3,P0AG48,P0A7M6,P0A7R1,P60723,C3SR52,P0A7K6,P60422,C3SQY7","P0A7N9,P0A7Q1,P68919,P02359,P0A7Q6,P0A7M2,P0ADZ0,U9XX47,C3SR57,C3SQT7,P02413,P62399,C3SR12,C3SR27,P02358,C3TRH7,C3SQR7,P0A7L8,P0A7P5,C3SRY2,P0ADY7,C3TPN2,P60438,P0C018,C3SR07,P0AG55,P0ADY3,C3SQX2,C3SFP7,C3SYP2,P0A7N4,C3SR62,P0AA10,P61175,P60624,P0AG51,C3SSQ7,C3SQW2,C3STZ7,P0A7J7,P0AG44,P0A7L3,P0AG48,P0A7M6,P0A7R1,P60723,C3SR52,P0A7K6,P60422,C3SQY7"
EMD-13465,Structure of the 70S-EF-G-GDP ribosome complex with tRNAs in chimeric state 2 (CHI2-EF-G-GDP),6.0,7pjz,"P0A7N9,P0A7Q1,P68919,P02359,P0A7Q6,P0A7M2,P0ADZ0,U9XX47,C3SR57,C3SQT7,P02413,P62399,C3SR12,C3SR27,P02358,C3TRH7,U9XYS4,C3SQR7,P0A7L8,P0A7P5,C3SRY2,P0ADY7,A0A073UC57,C3TPN2,P60438,P0C018,C3SR07,P0AG55,P0ADY3,C3SQX2,C3SFP7,C3SYP2,P0A7N4,C3SR62,P0AA10,P61175,P60624,P0AG51,C3SSQ7,C3SQW2,C3STZ7,P0A7J7,P0AG44,P0A7L3,P0AG48,P0A7M6,P0A7R1,P60723,C3SR52,P0A7K6,P60422,C3SQY7","P0A7N9,P0A7Q1,P68919,P02359,P0A7Q6,P0A7M2,P0ADZ0,U9XX47,C3SR57,C3SQT7,P02413,P62399,C3SR12,C3SR27,P02358,C3TRH7,U9XYS4,C3SQR7,P0A7L8,P0A7P5,C3SRY2,P0ADY7,C3TPN2,P60438,P0C018,C3SR07,P0AG55,P0ADY3,C3SQX2,C3SFP7,C3SYP2,P0A7N4,C3SR62,P0AA10,P61175,P60624,P0AG51,C3SSQ7,C3SQW2,C3STZ7,P0A7J7,P0AG44,P0A7L3,P0AG48,P0A7M6,P0A7R1,P60723,C3SR52,P0A7K6,P60422,C3SQY7"
EMD-12919,"Cryo-EM structure of late human 39S mitoribosome assembly intermediates, state 1",5.7,7oi6,"Q9BYD1,Q7Z7H8,Q9NRX2,Q9H0U6,Q8TAE8,Q9HD33,Q4U2R6,Q9Y6G3,Q96EL3,Q6P161,Q9BQC6,Q86TS9,Q96DV4,Q9BYD2,Q9BRJ2,Q9BQ48,Q14197,L0R8F8,Q5T653,Q9BYD3,P09001,Q8TCC3,Q9NYK5,Q9P0M9,Q8N5N7,Q9NUL7,Q9P015,Q9BZE1,Q9NVS2,Q9BYC8,Q7Z2W9,Q9NX20,Q13405,Q9BYC9,Q8IXM3,Q9Y3B7,Q16540,Q9NP92,Q9H9J2,Q9NWU5,Q9HC36,Q6P1L8,A4D1E9,Q96A35,Q96EH3,Q13084,O14561,P49406,Q8N983","Q9BYD1,Q7Z7H8,Q9NRX2,Q9H0U6,Q8TAE8,Q9HD33,Q4U2R6,Q9Y6G3,Q96EL3,Q6P161,Q9BQC6,Q86TS9,Q96DV4,Q9BYD2,Q9BRJ2,Q9BQ48,Q14197,L0R8F8,Q5T653,Q9BYD3,P09001,Q8TCC3,Q9NYK5,Q9P0M9,Q8N5N7,Q9NUL7,Q9P015,Q9BZE1,Q9NVS2,Q9BYC8,Q7Z2W9,Q9NX20,Q13405,Q9BYC9,Q8IXM3,Q9Y3B7,Q16540,Q9NP92,Q9H9J2,Q9NWU5,Q9HC36,Q6P1L8,A4D1E9,Q96A35,Q96EH3,Q13084,O14561,P49406,Q8N983"
EMD-12964,Cryo-EM Structure of the DDB1-DCAF1-CUL4A-RBX1 Complex,8.4,7okq,"Q16531,Q13619,P62877,Q9Y4B6","Q16531,Q13619,P62877,Q9Y4B6"
EMD-30585,Cryo-EM structure of 90S preribosome with inactive Utp24 (state F1),6.0,7d5t,"P0CX39,Q12499,Q06506,Q05946,P0CX37,Q02354,P32899,Q12460,Q99207,P0CX29,P34247,P06367,P33750,P0CX31,Q05498,Q05022,P53941,P35194,P53254,Q04500,Q3E7X9,P15646,P0CX51,P42945,Q12136,Q08096,P47083,O13516,Q08965,P33442,P0CX47,Q04217,Q12220,Q02931,P26783,P40362,P35997,P25368,P26786,Q04177,P40055,P05756,P39990,P0CX35,Q3E7Y3,P25635,Q06078,Q12035","P0CX39,Q12499,Q06506,Q05946,P0CX37,Q02354,P32899,Q12460,Q99207,P0CX29,P34247,P06367,P33750,P0CX31,Q05498,Q05022,P53941,P35194,P53254,Q04500,Q3E7X9,P15646,P0CX51,P42945,Q12136,Q08096,P47083,O13516,Q08965,P33442,P0CX47,Q04217,Q12220,Q02931,P26783,P40362,P35997,P25368,P26786,Q04177,P40055,P05756,P39990,P0CX35,Q3E7Y3,P25635,Q06078,Q12035"
EMD-24544,"RACK1-S278E, reconstruction from 40S particles (filtered according to local resolution)",5.2,,,
EMD-24548,"RACK1-WT, 80S nonrotated consensus reconstruction",5.0,,,
EMD-24131,Continuous movement of the central protuberance domain of 50S ribosome.,8.0,,,
EMD-24130,Exploration of subtle structural variability of ribosome assembly intermediates,8.0,,,
EMD-24129,Classification of ribosome assembly intermediates,8.0,,,
EMD-13270,Subtomogram averaging of E. coli ribosome at 7 angstrom resolution,7.0,,,
EMD-12986,Control sample rancRNA_18,5.1,,,
EMD-12304,SRP54 and SRP RNA proximal site,7.2,,,
EMD-12760,Disome of rabbit ribosomes with the leading one stalled by the SARS-CoV-2 pseudoknot,6.0,,,
EMD-23357,Structure of 80S ribosome from EMPIAR-10064 at 5.6 Angstrom Resolution,5.6,,,
EMD-30580,"Cryo-EM structure of disome from saccharomyces cerevisiae, the leading ribosome in the rotated state with A/P and P/E tRNAs (cycloheximide treatment)",7.11,,,
EMD-30581,"Cryo-EM structure of disome from saccharomyces cerevisiae, the trailing ribosome in the rotated state with A/P and P/E tRNAs (cycloheximide treatment)",8.39,,,
EMD-22115,CryoEM Structure of E. coli Rho-dependent Transcription Pre-termination Complex bound with NusG,7.7,6xav,"P0A8V2,P0AFF6,P0AFG0,P0A8T7,P0AG30,P0A7Z4,P0A800","P0A8V2,P0AFF6,P0AFG0,P0A8T7,P0AG30,P0A7Z4,P0A800"
EMD-11653,80S ribosome obtained from EMPIAR-10045 using M,6.0,,,
EMD-11654,80S ribosome obtained from EMPIAR-10064 using M,5.7,,,
EMD-11439,Structure of a yeast ABCE1-bound 48S initiation complex,6.2,6zu9,"P0CX39,P0CX37,P0CX29,P38912,P06367,P38011,P38701,P0CX31,P0CX33,A0A1L4AA68,P25443,P07280,P39938,P0CX51,P38431,P32905,P48589,P0C0V8,P05750,Q3E792,O13516,P33442,P0CX47,P06103,P0C0W1,Q08745,P40217,P38249,P0CX55,P35997,P0C0X0,P26786,P02407,Q03195,P05756,Q01855,P05759,P0CX35,P32497,P41057,Q04067","P0CX39,P0CX37,P0CX29,P38912,P06367,P38011,P38701,P0CX31,P0CX33,A0A1L4AA68,P25443,P07280,P39938,P0CX51,P38431,P32905,P48589,P0C0V8,P05750,Q3E792,O13516,P33442,P0CX47,P06103,P0C0W1,Q08745,P40217,P38249,P0CX55,P35997,P0C0X0,P26786,P02407,Q03195,P05756,Q01855,P05759,P0CX35,P32497,P41057,Q04067"
EMD-21215,Cryo-EM reconstruction of incomplete 80S ribosome (class ii),6.1,,,
EMD-21218,Cryo-EM reconstruction of incomplete 80S ribosome (class v),9.8,,,
EMD-21214,Cryo-EM reconstruction of incomplete 80S ribosome (class i),9.5,,,
EMD-21213,Cryo-EM reconstruction of rotated 80S ribosome bound with P/E tRNA,5.6,,,
EMD-21217,Cryo-EM reconstruction of incomplete 80S ribosome (class iv),9.2,,,
EMD-21216,Cryo-EM reconstruction of incomplete 80S ribosome (class iii),6.5,,,
EMD-11160,Structure of a yeast ABCE1-bound 43S pre-initiation complex,5.3,6zce,"P0CX39,P0CX37,Q05775,P0CX29,P38912,P06367,P38011,P38701,P0CX31,P0CX33,P25443,P07280,P32911,P0CX51,P32905,P48589,P0C0V8,P05750,Q3E792,O13516,P33442,P0CX47,P06103,P0C0W1,P26783,P40217,P38249,P35997,P0C0X0,P02407,Q03195,Q01855,P05759,P0CX35,P32497,P41057,Q04067","P0CX39,P0CX37,Q05775,P0CX29,P38912,P06367,P38011,P38701,P0CX31,P0CX33,P25443,P07280,P32911,P0CX51,P32905,P48589,P0C0V8,P05750,Q3E792,O13516,P33442,P0CX47,P06103,P0C0W1,P26783,P40217,P38249,P35997,P0C0X0,P02407,Q03195,Q01855,P05759,P0CX35,P32497,P41057,Q04067"
EMD-11361,"Cryo-EM structure of the 90S pre-ribosome from Saccharomyces cerevisiae, state Dis-A (Poly-Ala)",7.1,6zqe,"Q05946,Q12499,Q06506,P32899,P0CX37,P0CX39,Q99207,Q06512,Q12460,Q06287,P0CX29,P34247,P06367,Q05498,P0CX31,P35194,P53941,Q04500,P53254,P07280,Q04305,Q3E7X9,Q12136,P42945,P15646,Q08096,P0CX51,P47083,P53276,Q08492,Q08965,Q04217,P33442,O13516,P0CX47,P38882,Q12220,P0C0W1,P26783,P40362,P0CX55,P35997,P41819,Q06679,P25368,Q99216,P26786,Q04177,P05756,P38333,P25635,Q06078,Q02931,P39990,P0CX35,Q12035","Q05946,Q12499,Q06506,P32899,P0CX37,P0CX39,Q99207,Q06512,Q12460,Q06287,P0CX29,P34247,P06367,Q05498,P0CX31,P35194,P53941,Q04500,P53254,P07280,Q04305,Q3E7X9,Q12136,P42945,P15646,Q08096,P0CX51,P47083,P53276,Q08492,Q08965,Q04217,P33442,O13516,P0CX47,P38882,Q12220,P0C0W1,P26783,P40362,P0CX55,P35997,P41819,Q06679,P25368,Q99216,P26786,Q04177,P05756,P38333,P25635,Q06078,Q02931,P39990,P0CX35,Q12035"
