title,resolution,emdb_id,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD
cryo-EM structure of yeast THO complex with Sub2,3.4,EMD-31670,7v2y,"P53552,P33441,Q07478,O13539,P53851,P17629","P53552,P33441,Q07478,O13539,P53851,P17629"
Cryo-EM structure of the 6 hpf zebrafish embryo 80S ribosome,2.4,EMD-13112,7oyb,"Q7ZV82,Q24JV3,Q7ZW95,Q7ZV05,Q6P6E7,Q1LYB7,Q6Q419,Q7ZUG5,Q6DGL9,Q6PC14,Q6IQI6,Q90Z10,Q6P0V6,Q6Q421,Q7ZV96,Q6IQQ0,Q6IQJ7,Q7ZWJ4,Q5BKV9,Q6DHL6,Q803F6,Q7T1K0,A8KB78,Q6PBI5,A7YY10,Q6Q417,Q6PBZ1,Q6P6E2,Q6PBK3,Q8JGS9,Q6NWC3,F1QG80,Q4VBV2,Q642H9,Q6Q415,O42248,Q5BJA1,P61485,F1QGI3,Q6PC01,A0A0R4IJ49,Q6Q420,Q5BJJ2,Q6P2M0,Q3B7P7,A0A286YBP4,Q6P5M3,Q567N5,B7ZD34,A0A0R4IMS3,Q7SXA1,Q6PBW3,Q6DGL0,Q6DGL4,P62247,Q6DHS3,Q6P5L3,Q6IMW6,Q6DGM0,Q6IQB1,Q7ZWJ7,Q6IMW8,Q6PC80,Q24JV1,Q7ZUG6,Q1LWH1,Q7ZVD9,Q8JHJ1,Q6PBY1,Q7T1J9,P62084,A8E526","Q7ZV82,Q24JV3,Q7ZW95,Q7ZV05,Q6P6E7,Q1LYB7,Q6Q419,Q7ZUG5,Q6DGL9,Q6PC14,Q6IQI6,Q90Z10,Q6P0V6,Q6Q421,Q7ZV96,Q6IQQ0,Q6IQJ7,Q7ZWJ4,Q5BKV9,Q6DHL6,Q803F6,Q7T1K0,A8KB78,Q6PBI5,A7YY10,Q6Q417,Q6PBZ1,Q6P6E2,Q6PBK3,Q8JGS9,Q6NWC3,F1QG80,Q4VBV2,Q642H9,Q6Q415,O42248,Q5BJA1,P61485,F1QGI3,Q6PC01,A0A0R4IJ49,Q6Q420,Q5BJJ2,Q6P2M0,Q3B7P7,A0A286YBP4,Q6P5M3,Q567N5,B7ZD34,A0A0R4IMS3,Q7SXA1,Q6PBW3,Q6DGL0,Q6DGL4,P62247,Q6DHS3,Q6P5L3,Q6IMW6,Q6DGM0,Q6IQB1,Q7ZWJ7,Q6IMW8,Q6PC80,Q24JV1,Q7ZUG6,Q1LWH1,Q7ZVD9,Q8JHJ1,Q6PBY1,Q7T1J9,P62084,A8E526"
Cryo-EM structure of the 1 hpf zebrafish embryo 80S ribosome,3.2,EMD-13111,7oya,"Q7ZV82,Q6PBW7,Q1LYB7,Q6Q421,Q6P0V6,A8KB78,Q6PBZ1,Q8JGS9,Q6Q415,Q567N5,Q6PBW3,Q6DGL0,Q6IMW6,Q7ZWJ7,Q6IQB1,Q7ZV05,Q6P6E7,Q6Q419,Q6IQI6,Q6DHL6,A7YY10,Q6PBK3,O42248,F1QGI3,Q3B7P7,Q5BJJ2,Q6P5M3,Q6DGL4,P62247,Q6DHS3,Q6P5L3,Q6DGM0,Q6IMW8,Q7ZVD9,Q24JV3,Q7ZW95,Q6DGL9,Q6IQJ7,Q7ZV96,Q803F6,Q7T1K0,A0A0R4ILF4,Q6Q417,Q6P6E2,Q8AW82,Q5BJA1,P61485,Q9I9N0,Q6P2M0,B7ZD34,A0A0R4IMS3,Q7SXA1,F1QFV6,Q6PC80,Q7ZUG6,Q8JHJ1,Q6PBY1,P62084,Q7ZUG5,Q6PC14,Q90Z10,Q6IQQ0,Q7ZWJ4,Q5BKV9,B0R085,Q6PBI5,Q6NWC3,F1QG80,Q4VBV2,Q642H9,Q6PC01,Q6Q420,Q6P3J5,Q6NX89,Q24JV1,Q1LWH1,Q7T1J9,A8E526","Q7ZV82,Q6PBW7,Q1LYB7,Q6Q421,Q6P0V6,A8KB78,Q6PBZ1,Q8JGS9,Q6Q415,Q567N5,Q6PBW3,Q6DGL0,Q6IMW6,Q7ZWJ7,Q6IQB1,Q7ZV05,Q6P6E7,Q6Q419,Q6IQI6,Q6DHL6,A7YY10,Q6PBK3,O42248,F1QGI3,Q3B7P7,Q5BJJ2,Q6P5M3,Q6DGL4,P62247,Q6DHS3,Q6P5L3,Q6DGM0,Q6IMW8,Q7ZVD9,Q24JV3,Q7ZW95,Q6DGL9,Q6IQJ7,Q7ZV96,Q803F6,Q7T1K0,A0A0R4ILF4,Q6Q417,Q6P6E2,Q8AW82,Q5BJA1,P61485,Q9I9N0,Q6P2M0,B7ZD34,A0A0R4IMS3,Q7SXA1,F1QFV6,Q6PC80,Q7ZUG6,Q8JHJ1,Q6PBY1,P62084,Q7ZUG5,Q6PC14,Q90Z10,Q6IQQ0,Q7ZWJ4,Q5BKV9,B0R085,Q6PBI5,Q6NWC3,F1QG80,Q4VBV2,Q642H9,Q6PC01,Q6Q420,Q6P3J5,Q6NX89,Q24JV1,Q1LWH1,Q7T1J9,A8E526"
The cryo-EM structure of human pre-C*-I complex,3.6,EMD-32317,7w59,"O75934,Q9NW64,P09661,Q9GZU8,Q15029,Q6P2Q9,Q9P013,P62308,Q99459,P41223,O15234,P62318,P62304,O60306,Q9UMS4,Q96DI7,Q9HCS7,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,Q14562,Q9UNP9,Q9Y5S9,P14678,P62314,P62306,O95926,Q13573,P38919,Q9UQ35,O60508,P61326,Q9BZJ0","O75934,Q9NW64,P09661,Q9GZU8,Q15029,Q6P2Q9,Q9P013,P62308,Q99459,P41223,O15234,P62318,P62304,O60306,Q9UMS4,Q96DI7,Q9HCS7,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,Q14562,Q9UNP9,Q9Y5S9,P14678,P62314,P62306,O95926,Q13573,P38919,O60508,P61326,Q9BZJ0"
The cryo-EM structure of human pre-C*-II complex,3.6,EMD-32319,7w5a,"O75934,Q9NW64,P09661,Q9GZU8,Q15029,Q6P2Q9,O95391,Q9P013,P62308,Q99459,P41223,O15234,P62318,Q9H875,O60306,P62304,Q9UMS4,Q9Y421,Q9HCS7,Q96DI7,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,Q14562,Q9UNP9,Q9Y5S9,P14678,P62314,P62306,O95926,Q13573,P38919,Q8WUQ7,Q9UQ35,O60508,P61326,Q9BZJ0","O75934,Q9NW64,P09661,Q9GZU8,Q15029,Q6P2Q9,O95391,Q9P013,P62308,Q99459,P41223,O15234,P62318,Q9H875,O60306,P62304,Q9UMS4,Q9Y421,Q9HCS7,Q96DI7,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,Q14562,Q9UNP9,Q9Y5S9,P14678,P62314,P62306,O95926,Q13573,P38919,Q8WUQ7,O60508,P61326,Q9BZJ0"
Human NEXT dimer - focused reconstruction of the single MTR4,3.4,EMD-14513,7z52,"Q6NZY4,P42285","Q6NZY4,P42285"
Human NEXT dimer - focused reconstruction of the dimerization module,4.0,EMD-14511,7z4z,"Q6NZY4,P42285","Q6NZY4,P42285"
Human Nuclear Exosome Targeting (NEXT) complex bound to RNA (substrate 2),3.62,EMD-24883,7s7c,"Q9Y580,Q6NZY4,P42285","Q9Y580,Q6NZY4,P42285"
Cryo-EM map of the Candida albicans 80S ribosome in complex with blasticidin s,2.67,EMD-13750,7q0r,"A0A1D8PDT4,Q5A900,A0A1D8PPN6,A0A1D8PSV5,A0A1D8PF57,A0A1D8PQN0,Q5A389,A0A1D8PNQ6,A0A1D8PLC9,A0A1D8PFG4,Q5ALV6,O42817,Q5A7K0,A0A1D8PM75,Q5AG43,A0A2V1AQU0,A0A1D8PDT3,A0A1D8PCI6,A0A1D8PK61,A0A1D8PPS1,A0A1D8PI15,A0A1D8PGY8,A0A1D8PCG7,A0A1D8PN83,Q5ANA1,P40910,Q5AJ93,Q5A6R1,A0A1D8PF45,P83774,A0A1D8PSC5,Q59T44,A0A1D8PCW6,A0A1D8PTR4,A0A1D8PCX8,A0A1D8PDU3,A0A1D8PSK2,A0A1D8PQQ5,A0A1D8PK40,A0A1D8PEY9,Q5AIB8,A0A1D8PL99,Q96W54,A0A1D8PG16,A0A1D8PPE0,A0A1D8PK71,A0A1D8PK22,Q5AGZ7,A0A1D8PTI7,Q5ADQ6,Q5A109,O59931,Q59LS1,A0A1D8PH21","A0A1D8PDT4,Q5A900,A0A1D8PPN6,A0A1D8PSV5,A0A1D8PF57,A0A1D8PQN0,Q5A389,A0A1D8PNQ6,A0A1D8PLC9,A0A1D8PFG4,Q5ALV6,O42817,Q5A7K0,A0A1D8PM75,Q5AG43,A0A2V1AQU0,A0A1D8PDT3,A0A1D8PCI6,A0A1D8PK61,A0A1D8PPS1,A0A1D8PI15,A0A1D8PGY8,A0A1D8PCG7,A0A1D8PN83,Q5ANA1,P40910,Q5AJ93,Q5A6R1,A0A1D8PF45,P83774,A0A1D8PSC5,Q59T44,A0A1D8PCW6,A0A1D8PTR4,A0A1D8PCX8,A0A1D8PDU3,A0A1D8PSK2,A0A1D8PQQ5,A0A1D8PK40,A0A1D8PEY9,Q5AIB8,A0A1D8PL99,Q96W54,A0A1D8PG16,A0A1D8PPE0,A0A1D8PK71,A0A1D8PK22,Q5AGZ7,A0A1D8PTI7,Q5ADQ6,Q5A109,O59931,Q59LS1,A0A1D8PH21"
Yeast 80S ribosome bound with the ALS/FTD-associated dipeptide repeat protein GR20,2.7,EMD-26033,7too,"P87262,A0A6A5Q7I9,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,P02406,P14120,Q12690,A0A6A5Q1M9,A0A6A5PUL8,A0A6A5PWR1,P49166,P36105,P05749,P05737,A0A6A5Q3W0,P26784,Q02326,A0A6A5PY83,P05738,P0CX82,A0A6A5Q0W8,P0CX45,A0A6A5Q627,P05748,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P0CX86,P04650,P05743,P0CX49,P0CX84","P87262,A0A6A5Q7I9,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,P02406,P14120,Q12690,A0A6A5Q1M9,A0A6A5PUL8,A0A6A5PWR1,P49166,P36105,P05749,P05737,A0A6A5Q3W0,P26784,Q02326,A0A6A5PY83,P05738,P0CX82,A0A6A5Q0W8,P0CX45,A0A6A5Q627,P05748,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P0CX86,P04650,P05743,P0CX49,P0CX84"
Structure of Candida albicans 80S ribosome in complex with cycloheximide,2.56,EMD-13741,7q08,"A0A1D8PDT4,Q5A900,A0A1D8PPN6,A0A1D8PSV5,A0A1D8PF57,A0A1D8PQN0,Q5A389,A0A1D8PNQ6,A0A1D8PLC9,A0A1D8PFG4,Q5ALV6,O42817,Q5A7K0,A0A1D8PM75,Q5AG43,A0A1D8PDT3,A0A1D8PCI6,A0A1D8PK61,A0A1D8PPS1,A0A1D8PI15,A0A1D8PGY8,A0A1D8PCG7,A0A1D8PN83,Q5ANA1,P40910,Q5AJ93,Q5A6R1,A0A1D8PF45,P83774,A0A1D8PSC5,Q59T44,A0A1D8PCW6,A0A1D8PTR4,A0A1D8PCX8,A0A1D8PDU3,A0A1D8PSK2,A0A1D8PQQ5,A0A1D8PK40,A0A1D8PEY9,Q5AIB8,A0A1D8PL99,Q96W54,A0A1D8PG16,A0A1D8PPE0,A0A1D8PK71,A0A1D8PK22,Q5AGZ7,A0A1D8PTI7,Q5ADQ6,Q5A109,O59931,Q59LS1,A0A1D8PH21","A0A1D8PDT4,Q5A900,A0A1D8PPN6,A0A1D8PSV5,A0A1D8PF57,A0A1D8PQN0,Q5A389,A0A1D8PNQ6,A0A1D8PLC9,A0A1D8PFG4,Q5ALV6,O42817,Q5A7K0,A0A1D8PM75,Q5AG43,A0A1D8PDT3,A0A1D8PCI6,A0A1D8PK61,A0A1D8PPS1,A0A1D8PI15,A0A1D8PGY8,A0A1D8PCG7,A0A1D8PN83,Q5ANA1,P40910,Q5AJ93,Q5A6R1,A0A1D8PF45,P83774,A0A1D8PSC5,Q59T44,A0A1D8PCW6,A0A1D8PTR4,A0A1D8PCX8,A0A1D8PDU3,A0A1D8PSK2,A0A1D8PQQ5,A0A1D8PK40,A0A1D8PEY9,Q5AIB8,A0A1D8PL99,Q96W54,A0A1D8PG16,A0A1D8PPE0,A0A1D8PK71,A0A1D8PK22,Q5AGZ7,A0A1D8PTI7,Q5ADQ6,Q5A109,O59931,Q59LS1,A0A1D8PH21"
Yeast 80S ribosome bound with the ALS/FTD-associated dipeptide repeat protein PR20,2.4,EMD-26034,7top,"P87262,A0A6A5Q7I9,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,P02406,P14120,Q12690,A0A6A5Q1M9,A0A6A5PUL8,A0A6A5PWR1,P49166,A7H9Z6,P36105,P05749,P05737,A0A6A5Q3W0,P26784,Q02326,A0A6A5PY83,P05738,P0CX82,A0A6A5Q0W8,P0CX45,A0A6A5Q627,P05748,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P0CX86,P04650,P05743,P0CX49,P0CX84","P87262,A0A6A5Q7I9,A0A6A5PUZ5,P05744,P0CH08,P0C2H8,P05317,P02406,P14120,Q12690,A0A6A5Q1M9,A0A6A5PUL8,A0A6A5PWR1,P49166,A7H9Z6,P36105,P05749,P05737,A0A6A5Q3W0,P26784,Q02326,A0A6A5PY83,P05738,P0CX82,A0A6A5Q0W8,P0CX45,A0A6A5Q627,P05748,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P0CX86,P04650,P05743,P0CX49,P0CX84"
Cryo-EM map of the Candida albicans 80S ribosome in complex with anisomycin,2.77,EMD-13749,7q0p,"A0A1D8PDT4,Q5A900,A0A1D8PPN6,P9WER7,A0A1D8PSV5,A0A1D8PF57,A0A1D8PQN0,Q5A389,A0A1D8PNQ6,A0A1D8PLC9,A0A1D8PFG4,Q5ALV6,O42817,Q5A7K0,A0A1D8PM75,Q5AG43,A0A1D8PDT3,A0A1D8PCI6,A0A1D8PK61,A0A1D8PPS1,A0A1D8PI15,A0A1D8PGY8,A0A1D8PCG7,A0A1D8PN83,Q5ANA1,P40910,Q5AJ93,Q5A6R1,A0A1D8PF45,P0CU35,P83774,A0A1D8PSC5,Q59T44,A0A1D8PCW6,A0A1D8PTR4,A0A1D8PCX8,A0A1D8PDU3,A0A1D8PSK2,A0A1D8PQQ5,A0A1D8PK40,A0A1D8PEY9,Q5AIB8,A0A1D8PL99,A0A1D8PG16,A0A1D8PPE0,A0A1D8PK71,A0A1D8PK22,Q5AGZ7,A0A1D8PTI7,Q5ADQ6,Q5A109,O59931,Q59LS1,A0A1D8PH21","A0A1D8PDT4,Q5A900,A0A1D8PPN6,A0A1D8PSV5,A0A1D8PF57,A0A1D8PQN0,Q5A389,A0A1D8PNQ6,A0A1D8PLC9,A0A1D8PFG4,Q5ALV6,O42817,Q5A7K0,A0A1D8PM75,Q5AG43,A0A1D8PDT3,A0A1D8PCI6,A0A1D8PK61,A0A1D8PPS1,A0A1D8PI15,A0A1D8PGY8,A0A1D8PCG7,A0A1D8PN83,Q5ANA1,P40910,Q5AJ93,Q5A6R1,A0A1D8PF45,P0CU35,P83774,A0A1D8PSC5,Q59T44,A0A1D8PCW6,A0A1D8PTR4,A0A1D8PCX8,A0A1D8PDU3,A0A1D8PSK2,A0A1D8PQQ5,A0A1D8PK40,A0A1D8PEY9,Q5AIB8,A0A1D8PL99,A0A1D8PG16,A0A1D8PPE0,A0A1D8PK71,A0A1D8PK22,Q5AGZ7,A0A1D8PTI7,Q5ADQ6,Q5A109,O59931,Q59LS1,A0A1D8PH21"
Cryo-EM map of Candida albicans 80S ribosome in complex with phyllanthoside,2.64,EMD-13744,7q0f,"A0A1D8PDT4,Q5A900,A0A1D8PPN6,P9WER7,A0A1D8PSV5,A0A1D8PF57,A0A1D8PQN0,Q5A389,A0A1D8PNQ6,A0A1D8PLC9,A0A1D8PFG4,Q5ALV6,O42817,Q5A7K0,A0A1D8PM75,Q5AG43,A0A1D8PDT3,A0A1D8PCI6,A0A1D8PK61,A0A1D8PPS1,A0A1D8PI15,A0A1D8PGY8,A0A1D8PCG7,A0A1D8PN83,Q5ANA1,P40910,Q5AJ93,Q5A6R1,A0A1D8PF45,P83774,A0A1D8PSC5,Q59T44,A0A1D8PCW6,A0A1D8PTR4,A0A1D8PCX8,A0A1D8PDU3,A0A1D8PSK2,A0A1D8PQQ5,A0A1D8PK40,A0A1D8PEY9,Q5AIB8,A0A1D8PL99,Q96W54,A0A1D8PG16,A0A1D8PPE0,A0A1D8PK71,A0A1D8PK22,Q5AGZ7,A0A1D8PTI7,Q5ADQ6,Q5A109,O59931,Q59LS1,A0A1D8PH21","A0A1D8PDT4,Q5A900,A0A1D8PPN6,A0A1D8PSV5,A0A1D8PF57,A0A1D8PQN0,Q5A389,A0A1D8PNQ6,A0A1D8PLC9,A0A1D8PFG4,Q5ALV6,O42817,Q5A7K0,A0A1D8PM75,Q5AG43,A0A1D8PDT3,A0A1D8PCI6,A0A1D8PK61,A0A1D8PPS1,A0A1D8PI15,A0A1D8PGY8,A0A1D8PCG7,A0A1D8PN83,Q5ANA1,P40910,Q5AJ93,Q5A6R1,A0A1D8PF45,P83774,A0A1D8PSC5,Q59T44,A0A1D8PCW6,A0A1D8PTR4,A0A1D8PCX8,A0A1D8PDU3,A0A1D8PSK2,A0A1D8PQQ5,A0A1D8PK40,A0A1D8PEY9,Q5AIB8,A0A1D8PL99,Q96W54,A0A1D8PG16,A0A1D8PPE0,A0A1D8PK71,A0A1D8PK22,Q5AGZ7,A0A1D8PTI7,Q5ADQ6,Q5A109,O59931,Q59LS1,A0A1D8PH21"
Cryo-EM map of the vacant Candida albicans 80S ribosome,2.32,EMD-13737,7pzy,"A0A1D8PDT4,Q5A900,A0A1D8PPN6,P9WER7,A0A1D8PSV5,A0A1D8PF57,A0A1D8PQN0,Q5A389,A0A1D8PNQ6,A0A1D8PLC9,A0A1D8PFG4,Q5ALV6,O42817,Q5A7K0,A0A1D8PM75,Q5AG43,A0A1D8PDT3,A0A1D8PCI6,A0A1D8PK61,A0A1D8PPS1,A0A1D8PI15,A0A1D8PGY8,A0A1D8PCG7,A0A1D8PN83,Q5ANA1,P40910,Q5AJ93,Q5A6R1,A0A1D8PF45,P83774,A0A1D8PSC5,Q59T44,A0A1D8PCW6,A0A1D8PTR4,A0A1D8PCX8,A0A1D8PDU3,A0A1D8PSK2,A0A1D8PQQ5,A0A1D8PK40,A0A1D8PEY9,Q5AIB8,A0A1D8PL99,Q96W54,A0A1D8PG16,A0A1D8PPE0,A0A1D8PK71,A0A1D8PK22,Q5AGZ7,A0A1D8PTI7,Q5ADQ6,Q5A109,O59931,Q59LS1,A0A1D8PH21","A0A1D8PDT4,Q5A900,A0A1D8PPN6,A0A1D8PSV5,A0A1D8PF57,A0A1D8PQN0,Q5A389,A0A1D8PNQ6,A0A1D8PLC9,A0A1D8PFG4,Q5ALV6,O42817,Q5A7K0,A0A1D8PM75,Q5AG43,A0A1D8PDT3,A0A1D8PCI6,A0A1D8PK61,A0A1D8PPS1,A0A1D8PI15,A0A1D8PGY8,A0A1D8PCG7,A0A1D8PN83,Q5ANA1,P40910,Q5AJ93,Q5A6R1,A0A1D8PF45,P83774,A0A1D8PSC5,Q59T44,A0A1D8PCW6,A0A1D8PTR4,A0A1D8PCX8,A0A1D8PDU3,A0A1D8PSK2,A0A1D8PQQ5,A0A1D8PK40,A0A1D8PEY9,Q5AIB8,A0A1D8PL99,Q96W54,A0A1D8PG16,A0A1D8PPE0,A0A1D8PK71,A0A1D8PK22,Q5AGZ7,A0A1D8PTI7,Q5ADQ6,Q5A109,O59931,Q59LS1,A0A1D8PH21"
Stm1 bound vacant 80S structure isolated from wild-type,2.7,EMD-23935,7mpj,"P87262,P41057,P05756,P39938,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P14120,P39015,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P0CX39,P06367,P05738,P0CX82,P05743,P04650,P26786,P0CX45,P49167,Q08745,P02407,P05748,P33442,P04449,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX29,P25443,P35997,P0C0W9,P0CX23,P04456,P0CX27,P0CX86,P0C0V8,P26783,O13516,P38061,P0CX49,P0CX84","P87262,P41057,P05756,P39938,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P14120,P39015,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P0CX39,P06367,P05738,P0CX82,P05743,P04650,P26786,P0CX45,P49167,Q08745,P02407,P05748,P33442,P04449,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX29,P25443,P35997,P0C0W9,P0CX23,P04456,P0CX27,P0CX86,P0C0V8,P26783,O13516,P38061,P0CX49,P0CX84"
Cycloheximide bound vacant 80S structure isolated from cbf5-D95A,3.05,EMD-24235,7n8b,"P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P14120,P39015,P0CX35,Q12690,P0C0V8,P38011,P05750,P49166,P0C0W1,P10664,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,Q02326,P26784,P05738,P0CX39,P06367,P0CX82,P05759,P0CX45,P49167,P26786,Q08745,P02407,P05748,P33442,P04449,P05747,Q02753,P05745,P0CX55,P0CX33,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX29,P0CX23,P25443,P0C0W9,P35997,P26783,P04456,P0CX27,P0CX86,P04650,P05743,O13516,P38061,P0CX49,P0CX84","P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P14120,P39015,P0CX35,Q12690,P0C0V8,P38011,P05750,P49166,P0C0W1,P10664,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,Q02326,P26784,P05738,P0CX39,P06367,P0CX82,P05759,P0CX45,P49167,P26786,Q08745,P02407,P05748,P33442,P04449,P05747,Q02753,P05745,P0CX55,P0CX33,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX29,P0CX23,P25443,P0C0W9,P35997,P26783,P04456,P0CX27,P0CX86,P04650,P05743,O13516,P38061,P0CX49,P0CX84"
Stm1 bound vacant 80S structure isolated from cbf5-D95A,3.05,EMD-23934,7mpi,"P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P14120,P39015,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P0CX39,P06367,P05738,P0CX82,P05743,P04650,P26786,P0CX45,P49167,Q08745,P02407,P05748,P33442,P04449,P0CX33,Q02753,P0CX49,P0CX55,P05747,P0CX41,P0C2H6,P17076,P05745,P05740,P0CX25,P0CX29,P25443,P35997,P0C0W9,P0CX23,P04456,P0CX27,P0CX86,P0C0V8,P26783,O13516,P38061,Q02326,P0CX84","P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P14120,P39015,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P0CX39,P06367,P05738,P0CX82,P05743,P04650,P26786,P0CX45,P49167,Q08745,P02407,P05748,P33442,P04449,P0CX33,Q02753,P0CX49,P0CX55,P05747,P0CX41,P0C2H6,P17076,P05745,P05740,P0CX25,P0CX29,P25443,P35997,P0C0W9,P0CX23,P04456,P0CX27,P0CX86,P0C0V8,P26783,O13516,P38061,Q02326,P0CX84"
Substrate-bound A-like U2 snRNP,2.1,EMD-13811,7q4o,"Q13435,Q9BWJ5,Q7RTV0,Q15428,Q15393,Q12874,Q9Y3B4,O75533","Q13435,Q9BWJ5,Q7RTV0,Q15428,Q15393,Q12874,Q9Y3B4,O75533"
U2 snRNP after ATP-dependent remodelling,2.15,EMD-13812,7q4p,"Q13435,Q9BWJ5,Q7RTV0,Q15428,Q15393,Q12874,O75533","Q13435,Q9BWJ5,Q7RTV0,Q15428,Q15393,Q12874,O75533"
Human 17S U2 snRNP 5' domain core,2.21,EMD-13793,7q3l,"Q13435,Q7RTV0,Q9BWJ5,Q15393,Q12874,Q7L014,O43719,O75533","Q13435,Q7RTV0,Q9BWJ5,Q15393,Q12874,Q7L014,O43719,O75533"
Cryo-EM structure of Brr2 in complex with Jab1/MPN and C9ORF78,2.76,EMD-13046,7os2,"O75643,Q6P2Q9,Q9NZ63","O75643,Q6P2Q9,Q9NZ63"
Cryo-EM structure of Brr2 in complex with Fbp21,3.3,EMD-13045,7os1,"O75643,O75554","O75643,O75554"
Structure of U5 snRNP assembly and recycling factor TSSC4 in complex with BRR2 and Jab1 domain of PRPF8,3.05,EMD-13690,7px3,"O75643,Q6P2Q9,Q9Y5U2","O75643,Q6P2Q9,Q9Y5U2"
